Año,Mes,Nombre Servicio,Departamento,Municipio,Componente,Total
2024,MARZO,FUNDACION HOSPITAL SAN VICENTE DE PAUL RIONEGRO,ANTIOQUIA,RIONEGRO,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),11
2024,MARZO,FUNDACION HOSPITAL SAN VICENTE DE PAUL RIONEGRO,ANTIOQUIA,RIONEGRO,GLOBULOS ROJOS LEUCORREDUCIDOS IRRADIADOS,1
2024,MARZO,FUNDACION HOSPITAL SAN VICENTE DE PAUL RIONEGRO,ANTIOQUIA,RIONEGRO,GLOBULOS ROJOS POBRES EN LEUCOCITOS,275
2024,MARZO,FUNDACION HOSPITAL SAN VICENTE DE PAUL RIONEGRO,ANTIOQUIA,RIONEGRO,GLOBULOS ROJOS POBRES EN LEUCOCITOS IRRADIADOS,4
2024,MARZO,FUNDACION HOSPITAL SAN VICENTE DE PAUL RIONEGRO,ANTIOQUIA,RIONEGRO,PLAQUETAS AFERESIS FILTRADAS,84
2024,MARZO,FUNDACION HOSPITAL SAN VICENTE DE PAUL RIONEGRO,ANTIOQUIA,RIONEGRO,PLAQUETAS AFERESIS FILTRADAS IRRADIADAS,4
2024,MARZO,FUNDACION HOSPITAL SAN VICENTE DE PAUL RIONEGRO,ANTIOQUIA,RIONEGRO,PLASMA FRESCO CONGELADO,153
2024,MARZO,IPS SAN MARCOS DE LEON NORTE S.A.S,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,129
2024,MARZO,IPS SAN MARCOS DE LEON NORTE S.A.S,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS,25
2024,MARZO,IPS SAN MARCOS DE LEON NORTE S.A.S,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,19
2024,MARZO,CLINICA PAJONAL LIMITADA,ANTIOQUIA,CAUCASIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,37
2024,MARZO,CLINICA PAJONAL LIMITADA,ANTIOQUIA,CAUCASIA,PLAQUETAS ESTANDAR,4
2024,MARZO,CLINICA PAJONAL LIMITADA,ANTIOQUIA,CAUCASIA,PLASMA FRESCO CONGELADO,10
2024,MARZO,UNIDAD HOSPITALARIA SANTA CRUZ VICTOR CARDENAS JARAMILLO,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,5
2024,MARZO,E.S.E HOSPITAL LA MERCED DE CIUDAD BOLIVAR,ANTIOQUIA,CIUDAD BOLÍVAR,GLOBULOS ROJOS POBRES EN LEUCOCITOS,27
2024,MARZO,E.S.E. HOSPITAL SAN RAFAEL DE ITAGUI,ANTIOQUIA,ITAGUI,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),29
2024,MARZO,E.S.E. HOSPITAL SAN RAFAEL DE ITAGUI,ANTIOQUIA,ITAGUI,GLOBULOS ROJOS POBRES EN LEUCOCITOS,4
2024,MARZO,INSTITUTO DEL CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,81
2024,MARZO,INSTITUTO DEL CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,2
2024,MARZO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,46
2024,MARZO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),277
2024,MARZO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS,25
2024,MARZO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,38
2024,MARZO,PROMOTORA CLINICA ZONA FRANCA DE URABA,ANTIOQUIA,APARTADÓ,CRIOPRECIPITADO,14
2024,MARZO,PROMOTORA CLINICA ZONA FRANCA DE URABA,ANTIOQUIA,APARTADÓ,GLOBULOS ROJOS POBRES EN LEUCOCITOS,350
2024,MARZO,PROMOTORA CLINICA ZONA FRANCA DE URABA,ANTIOQUIA,APARTADÓ,PLAQUETAS ESTANDAR POBRES EN LEUCOCITOS,124
2024,MARZO,PROMOTORA CLINICA ZONA FRANCA DE URABA,ANTIOQUIA,APARTADÓ,PLASMA FRESCO CONGELADO,57
2024,MARZO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,ALICUOTA DE GLOBULOS ROJOS FILTRADA,2
2024,MARZO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,ALICUOTA PLAQUETAS AFERESIS,13
2024,MARZO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,217
2024,MARZO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),591
2024,MARZO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS IRRADIADOS,30
2024,MARZO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS FILTRADAS,144
2024,MARZO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS FILTRADAS IRRADIADAS,58
2024,MARZO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,125
2024,MARZO,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,ANTIOQUIA,MEDELLÍN,ALICUOTA DE GLOBULOS ROJOS FILTRADA,51
2024,MARZO,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,ANTIOQUIA,MEDELLÍN,ALICUOTA DE GLOBULOS ROJOS FILTRADA IRRADIADA,2
2024,MARZO,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,ANTIOQUIA,MEDELLÍN,ALICUOTA DE GLOBULOS ROJOS IRRADIADA,1
2024,MARZO,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,ANTIOQUIA,MEDELLÍN,ALICUOTA DE GLOBULOS ROJOS POBRES EN LEUCOCITOS,27
2024,MARZO,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,155
2024,MARZO,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),127
2024,MARZO,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS IRRADIADOS,21
2024,MARZO,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,658
2024,MARZO,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS FILTRADAS,111
2024,MARZO,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS FILTRADAS IRRADIADAS,32
2024,MARZO,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,ANTIOQUIA,MEDELLÍN,PLAQUETAS ESTANDAR POBRES EN LEUCOCITOS,389
2024,MARZO,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,264
2024,MARZO,SYNLAB SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,30
2024,MARZO,UNIDAD HOSPITALARIA NUEVO OCCIDENTE,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,12
2024,MARZO,CLINICA DE LA POLICIA REGIONAL VALLE DE ABURRA,ANTIOQUIA,ENVIGADO,GLOBULOS ROJOS POBRES EN LEUCOCITOS,11
2024,MARZO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE YOLOMBO,ANTIOQUIA,YOLOMBÓ,GLOBULOS ROJOS POBRES EN LEUCOCITOS,36
2024,MARZO,CLINICA CENTRAL FUNDADORES APARTADO,ANTIOQUIA,APARTADÓ,GLOBULOS ROJOS POBRES EN LEUCOCITOS,39
2024,MARZO,CEDIMED POBLADO,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),8
2024,MARZO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,ALICUOTA DE GLOBULOS ROJOS FILTRADA,30
2024,MARZO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,77
2024,MARZO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),427
2024,MARZO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,18
2024,MARZO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS FILTRADAS,42
2024,MARZO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,PLAQUETAS ESTANDAR,3
2024,MARZO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,115
2024,MARZO,HOSPITAL MANUEL URIBE ANGEL E.S.E,ANTIOQUIA,ENVIGADO,ALICUOTA DE GLOBULOS ROJOS FILTRADA,32
2024,MARZO,HOSPITAL MANUEL URIBE ANGEL E.S.E,ANTIOQUIA,ENVIGADO,CRIOPRECIPITADO,52
2024,MARZO,HOSPITAL MANUEL URIBE ANGEL E.S.E,ANTIOQUIA,ENVIGADO,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),207
2024,MARZO,HOSPITAL MANUEL URIBE ANGEL E.S.E,ANTIOQUIA,ENVIGADO,GLOBULOS ROJOS LEUCORREDUCIDOS IRRADIADOS,8
2024,MARZO,HOSPITAL MANUEL URIBE ANGEL E.S.E,ANTIOQUIA,ENVIGADO,GLOBULOS ROJOS POBRES EN LEUCOCITOS,255
2024,MARZO,HOSPITAL MANUEL URIBE ANGEL E.S.E,ANTIOQUIA,ENVIGADO,PLAQUETAS AFERESIS,35
2024,MARZO,HOSPITAL MANUEL URIBE ANGEL E.S.E,ANTIOQUIA,ENVIGADO,PLAQUETAS AFERESIS FILTRADAS,22
2024,MARZO,HOSPITAL MANUEL URIBE ANGEL E.S.E,ANTIOQUIA,ENVIGADO,PLAQUETAS ESTANDAR FILTRADAS,2
2024,MARZO,HOSPITAL MANUEL URIBE ANGEL E.S.E,ANTIOQUIA,ENVIGADO,PLAQUETAS ESTANDAR POBRES EN LEUCOCITOS,4
2024,MARZO,HOSPITAL MANUEL URIBE ANGEL E.S.E,ANTIOQUIA,ENVIGADO,PLASMA FRESCO CONGELADO,66
2024,MARZO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,ALICUOTA DE GLOBULOS ROJOS FILTRADA,5
2024,MARZO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,ALICUOTA DE GLOBULOS ROJOS FILTRADA IRRADIADA,2
2024,MARZO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,ALICUOTA DE GLOBULOS ROJOS POBRES EN LEUCOCITOS,1
2024,MARZO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,99
2024,MARZO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),117
2024,MARZO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS IRRADIADOS,94
2024,MARZO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,579
2024,MARZO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS IRRADIADOS,16
2024,MARZO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS,4
2024,MARZO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS FILTRADAS IRRADIADAS,249
2024,MARZO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS IRRADIADAS,12
2024,MARZO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,PLAQUETAS ESTANDAR,25
2024,MARZO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,PLAQUETAS ESTANDAR IRRADIADAS,14
2024,MARZO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,269
2024,MARZO,MESSER COLOMBIA S.A. AGENCIA REMEO CENTER MEDELLIN,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,2
2024,MARZO,E.S.E HOSPITAL SAN VICENTE DE PAUL DE CALDAS,ANTIOQUIA,CALDAS,GLOBULOS ROJOS POBRES EN LEUCOCITOS,37
2024,MARZO,HOSPITAL SAN JUAN DE DIOS E.S.E RIONEGRO - ANTIOQUIA,ANTIOQUIA,RIONEGRO,GLOBULOS ROJOS POBRES EN LEUCOCITOS,95
2024,MARZO,HOSPITAL SAN JUAN DE DIOS E.S.E RIONEGRO - ANTIOQUIA,ANTIOQUIA,RIONEGRO,PLAQUETAS AFERESIS FILTRADAS,5
2024,MARZO,HOSPITAL SAN JUAN DE DIOS E.S.E RIONEGRO - ANTIOQUIA,ANTIOQUIA,RIONEGRO,PLASMA FRESCO CONGELADO,13
2024,MARZO,CENTRO ONCOLOGICO DE ANTIOQUIA S.A.,ANTIOQUIA,ENVIGADO,CRIOPRECIPITADO,14
2024,MARZO,CENTRO ONCOLOGICO DE ANTIOQUIA S.A.,ANTIOQUIA,ENVIGADO,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),244
2024,MARZO,CENTRO ONCOLOGICO DE ANTIOQUIA S.A.,ANTIOQUIA,ENVIGADO,GLOBULOS ROJOS LEUCORREDUCIDOS IRRADIADOS,14
2024,MARZO,CENTRO ONCOLOGICO DE ANTIOQUIA S.A.,ANTIOQUIA,ENVIGADO,PLAQUETAS AFERESIS,5
2024,MARZO,CENTRO ONCOLOGICO DE ANTIOQUIA S.A.,ANTIOQUIA,ENVIGADO,PLAQUETAS AFERESIS FILTRADAS,133
2024,MARZO,CENTRO ONCOLOGICO DE ANTIOQUIA S.A.,ANTIOQUIA,ENVIGADO,PLAQUETAS AFERESIS FILTRADAS IRRADIADAS,16
2024,MARZO,CENTRO ONCOLOGICO DE ANTIOQUIA S.A.,ANTIOQUIA,ENVIGADO,PLASMA FRESCO CONGELADO,73
2024,MARZO,SYNLAB SEDE CIUDAD DEL RIO,ANTIOQUIA,MEDELLÍN,ALICUOTA DE GLOBULOS ROJOS FILTRADA,28
2024,MARZO,SYNLAB SEDE CIUDAD DEL RIO,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),15
2024,MARZO,SYNLAB SEDE CIUDAD DEL RIO,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,151
2024,MARZO,SYNLAB SEDE CIUDAD DEL RIO,ANTIOQUIA,MEDELLÍN,PLAQUETAS ESTANDAR FILTRADAS,22
2024,MARZO,SYNLAB SEDE CIUDAD DEL RIO,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,7
2024,MARZO,FUNDACION CLINICA DEL NORTE,ANTIOQUIA,BELLO,CRIOPRECIPITADO,15
2024,MARZO,FUNDACION CLINICA DEL NORTE,ANTIOQUIA,BELLO,GLOBULOS ROJOS POBRES EN LEUCOCITOS,206
2024,MARZO,FUNDACION CLINICA DEL NORTE,ANTIOQUIA,BELLO,PLAQUETAS AFERESIS,16
2024,MARZO,FUNDACION CLINICA DEL NORTE,ANTIOQUIA,BELLO,PLASMA FRESCO CONGELADO,32
2024,MARZO,CORPORACION HOSPITAL INFANTIL CONCEJO DE MEDELLIN,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,2
2024,MARZO,EMPRESA SOCIAL DEL ESTADO HOSPITAL FRANCISCO VALDERRAMA,ANTIOQUIA,TURBO,GLOBULOS ROJOS POBRES EN LEUCOCITOS,47
2024,MARZO,ESPECIALIDADES MEDICAS METROPOLITANAS S.A.S.,ANTIOQUIA,BELLO,CRIOPRECIPITADO,16
2024,MARZO,ESPECIALIDADES MEDICAS METROPOLITANAS S.A.S.,ANTIOQUIA,BELLO,GLOBULOS ROJOS POBRES EN LEUCOCITOS,43
2024,MARZO,ESPECIALIDADES MEDICAS METROPOLITANAS S.A.S.,ANTIOQUIA,BELLO,PLAQUETAS AFERESIS,12
2024,MARZO,ESPECIALIDADES MEDICAS METROPOLITANAS S.A.S.,ANTIOQUIA,BELLO,PLASMA FRESCO CONGELADO,4
2024,MARZO,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,35
2024,MARZO,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),411
2024,MARZO,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,1
2024,MARZO,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS,160
2024,MARZO,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,114
2024,MARZO,E.S.E HOSPITAL SAN JUAN DE DIOS ANTIOQUIA,ANTIOQUIA,SANTAFÉ DE ANTIOQUIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,33
2024,MARZO,LABORATORIO TEST,ANTIOQUIA,MEDELLÍN,ALICUOTA DE GLOBULOS ROJOS FILTRADA,6
2024,MARZO,LABORATORIO TEST,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),4
2024,MARZO,LABORATORIO TEST,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,109
2024,MARZO,LABORATORIO TEST,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS,2
2024,MARZO,LABORATORIO TEST,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,11
2024,MARZO,UNIDAD HOSPITALARIA DE CASTILLA JAIME TOBON ARBELAEZ,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,23
2024,MARZO,UNIDAD HOSPITALARIA DE CASTILLA JAIME TOBON ARBELAEZ,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS,1
2024,MARZO,UNIDAD HOSPITALARIA DE BELEN HECTOR ABAD GOMEZ,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,7
2024,MARZO,EMPRESA SOCIAL DEL ESTADO HOSPITAL MARCO FIDEL SUAREZ,ANTIOQUIA,BELLO,GLOBULOS ROJOS POBRES EN LEUCOCITOS,186
2024,MARZO,EMPRESA SOCIAL DEL ESTADO HOSPITAL MARCO FIDEL SUAREZ,ANTIOQUIA,BELLO,PLAQUETAS AFERESIS,21
2024,MARZO,EMPRESA SOCIAL DEL ESTADO HOSPITAL MARCO FIDEL SUAREZ,ANTIOQUIA,BELLO,PLASMA FRESCO CONGELADO,23
2024,MARZO,ESE HOSPITAL CESAR URIBE PIEDRAHITA,ANTIOQUIA,CAUCASIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,30
2024,MARZO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,ALICUOTA DE GLOBULOS ROJOS FILTRADA,19
2024,MARZO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,ALICUOTA DE GLOBULOS ROJOS POBRES EN LEUCOCITOS,13
2024,MARZO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,ALICUOTA PLAQUETAS AFERESIS,11
2024,MARZO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,162
2024,MARZO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS AFERESIS,6
2024,MARZO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),108
2024,MARZO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,149
2024,MARZO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS POBRES EN LEUCOCITOS,23
2024,MARZO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,PLAQUETAS ESTANDAR IRRADIADAS,2
2024,MARZO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,PLAQUETAS ESTANDAR POBRES EN LEUCOCITOS,12
2024,MARZO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO AFERESIS,22
2024,MARZO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,219
2024,MARZO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,4
2024,MARZO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),88
2024,MARZO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS IRRADIADOS,4
2024,MARZO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,119
2024,MARZO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS,119
2024,MARZO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS IRRADIADAS,12
2024,MARZO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,14
2024,MARZO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,ALICUOTA DE GLOBULOS ROJOS FILTRADA,42
2024,MARZO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,51
2024,MARZO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),80
2024,MARZO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,36
2024,MARZO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS,11
2024,MARZO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,PLAQUETAS ESTANDAR FILTRADAS,8
2024,MARZO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,37
2024,MARZO,LABORATORIO MEDICO LAS AMERICAS SEDE SUR,ANTIOQUIA,ENVIGADO,CRIOPRECIPITADO,12
2024,MARZO,LABORATORIO MEDICO LAS AMERICAS SEDE SUR,ANTIOQUIA,ENVIGADO,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),149
2024,MARZO,LABORATORIO MEDICO LAS AMERICAS SEDE SUR,ANTIOQUIA,ENVIGADO,PLAQUETAS AFERESIS FILTRADAS,21
2024,MARZO,LABORATORIO MEDICO LAS AMERICAS SEDE SUR,ANTIOQUIA,ENVIGADO,PLASMA FRESCO CONGELADO,29
2024,MARZO,SYNLAB SEDE INTERQUIROFANOS,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,15
2024,MARZO,SYNLAB SEDE INTERQUIROFANOS,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS,1
2024,MARZO,SYNLAB SEDE INTERQUIROFANOS,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,1
2024,MARZO,CLINICA DE CIRUGIA AMBULATORIA CONQUISTADORES,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),2
2024,MARZO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,38
2024,MARZO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),188
2024,MARZO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,26
2024,MARZO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS,10
2024,MARZO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,21
2024,MARZO,LABORATORIO MEDICO DE REFERENCIA,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,6
2024,MARZO,LABORATORIO MEDICO DE REFERENCIA,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),1
2024,MARZO,LABORATORIO MEDICO DE REFERENCIA,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,113
2024,MARZO,LABORATORIO MEDICO DE REFERENCIA,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS,4
2024,MARZO,LABORATORIO MEDICO DE REFERENCIA,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,21
2024,MARZO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,ALICUOTA DE GLOBULOS ROJOS FILTRADA,5
