Id Servicio,Satisfacción,% SATISFACCION,Año,Mes,Nombre del Servicio,Departamento,Codigo Banco,Nombre Banco,Componente,Solicitados,Entregados
45.0,100.0,100.0,2019.0,ABRIL,ESPECIALIDADES MEDICAS METROPOLITANAS S.A.S.,ANTIOQUIA,73-001-7  ,FUNDACION HEMATOLOGICA COLOMBIA SEDE IBAGUE,PLASMA FRESCO CONGELADO,13.0,13.0
60.0,100.0,100.0,2019.0,ABRIL,EMPRESA SOCIAL DEL ESTADO HOSPITAL FRANCISCO VALDERRAMA,ANTIOQUIA,05-045-26 ,BANCO DE SANGRE UNLAB ZONA FRANCA S.A.S,GLOBULOS ROJOS POBRES EN LEUCOCITOS,42.0,42.0
60.0,100.0,100.0,2019.0,ABRIL,EMPRESA SOCIAL DEL ESTADO HOSPITAL FRANCISCO VALDERRAMA,ANTIOQUIA,11-001-37 ,IDCBIS,GLOBULOS ROJOS POBRES EN LEUCOCITOS,52.0,52.0
36.0,100.0,100.0,2019.0,ABRIL,E.S.E. HOSPITAL LA MARIA,ANTIOQUIA,05-615-11 ,HOSPITAL SAN JUAN DE DIOS E.S.E.,GLOBULOS ROJOS POBRES EN LEUCOCITOS,175.0,175.0
36.0,100.0,100.0,2019.0,ABRIL,E.S.E. HOSPITAL LA MARIA,ANTIOQUIA,05-615-11 ,HOSPITAL SAN JUAN DE DIOS E.S.E.,PLAQUETAS AFERESIS,2.0,2.0
36.0,100.0,100.0,2019.0,ABRIL,E.S.E. HOSPITAL LA MARIA,ANTIOQUIA,05-615-11 ,HOSPITAL SAN JUAN DE DIOS E.S.E.,PLASMA FRESCO CONGELADO,50.0,50.0
48.0,100.0,100.0,2019.0,ABRIL,E.S.E HOSPITAL SAN VICENTE DE PAUL DE CALDAS,ANTIOQUIA,73-001-7  ,FUNDACION HEMATOLOGICA COLOMBIA SEDE IBAGUE,ALICUOTA DE GLOBULOS ROJOS FILTRADA,1.0,1.0
48.0,100.0,100.0,2019.0,ABRIL,E.S.E HOSPITAL SAN VICENTE DE PAUL DE CALDAS,ANTIOQUIA,73-001-7  ,FUNDACION HEMATOLOGICA COLOMBIA SEDE IBAGUE,GLOBULOS ROJOS POBRES EN LEUCOCITOS,14.0,14.0
48.0,100.0,100.0,2019.0,ABRIL,E.S.E HOSPITAL SAN VICENTE DE PAUL DE CALDAS,ANTIOQUIA,73-001-7  ,FUNDACION HEMATOLOGICA COLOMBIA SEDE IBAGUE,PLASMA FRESCO CONGELADO,10.0,10.0
48.0,100.0,100.0,2019.0,ABRIL,E.S.E HOSPITAL SAN VICENTE DE PAUL DE CALDAS,ANTIOQUIA,11-001-36 ,FUNDACION BANCO NACIONAL DE SANGRE HEMOLIFE SEDE BOGOTA,ALICUOTA DE GLOBULOS ROJOS FILTRADA,2.0,2.0
48.0,100.0,100.0,2019.0,ABRIL,E.S.E HOSPITAL SAN VICENTE DE PAUL DE CALDAS,ANTIOQUIA,11-001-36 ,FUNDACION BANCO NACIONAL DE SANGRE HEMOLIFE SEDE BOGOTA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,36.0,36.0
48.0,100.0,100.0,2019.0,ABRIL,E.S.E HOSPITAL SAN VICENTE DE PAUL DE CALDAS,ANTIOQUIA,05-001-25 ,BANCO DE SANGRE RED HUMANA S.A.S,GLOBULOS ROJOS POBRES EN LEUCOCITOS,7.0,7.0
18.0,100.0,100.0,2019.0,ABRIL,SYNLAB SEDE CLINICA ANTIOQUIA DEL NORTE,ANTIOQUIA,73-001-7  ,FUNDACION HEMATOLOGICA COLOMBIA SEDE IBAGUE,GLOBULOS ROJOS POBRES EN LEUCOCITOS,12.0,12.0
18.0,100.0,100.0,2019.0,ABRIL,SYNLAB SEDE CLINICA ANTIOQUIA DEL NORTE,ANTIOQUIA,73-001-7  ,FUNDACION HEMATOLOGICA COLOMBIA SEDE IBAGUE,PLASMA FRESCO CONGELADO,7.0,7.0
18.0,100.0,100.0,2019.0,ABRIL,SYNLAB SEDE CLINICA ANTIOQUIA DEL NORTE,ANTIOQUIA,73-001-7  ,FUNDACION HEMATOLOGICA COLOMBIA SEDE IBAGUE,CRIOPRECIPITADO,5.0,5.0
18.0,100.0,100.0,2019.0,ABRIL,SYNLAB SEDE CLINICA ANTIOQUIA DEL NORTE,ANTIOQUIA,11-001-6  ,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,GLOBULOS ROJOS POBRES EN LEUCOCITOS,6.0,6.0
18.0,100.0,100.0,2019.0,ABRIL,SYNLAB SEDE CLINICA ANTIOQUIA DEL NORTE,ANTIOQUIA,11-001-6  ,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),2.0,2.0
18.0,100.0,100.0,2019.0,ABRIL,SYNLAB SEDE CLINICA ANTIOQUIA DEL NORTE,ANTIOQUIA,11-001-6  ,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,PLASMA FRESCO CONGELADO,17.0,17.0
18.0,100.0,100.0,2019.0,ABRIL,SYNLAB SEDE CLINICA ANTIOQUIA DEL NORTE,ANTIOQUIA,11-001-6  ,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,CRIOPRECIPITADO,1.0,1.0
17.0,100.0,100.0,2019.0,ABRIL,SYNLAB SEDE HOSPITAL INFANTIL CONCEJO DE MEDELLIN,ANTIOQUIA,73-001-7  ,FUNDACION HEMATOLOGICA COLOMBIA SEDE IBAGUE,GLOBULOS ROJOS POBRES EN LEUCOCITOS,1.0,1.0
17.0,100.0,100.0,2019.0,ABRIL,SYNLAB SEDE HOSPITAL INFANTIL CONCEJO DE MEDELLIN,ANTIOQUIA,73-001-7  ,FUNDACION HEMATOLOGICA COLOMBIA SEDE IBAGUE,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),1.0,1.0
17.0,100.0,100.0,2019.0,ABRIL,SYNLAB SEDE HOSPITAL INFANTIL CONCEJO DE MEDELLIN,ANTIOQUIA,73-001-7  ,FUNDACION HEMATOLOGICA COLOMBIA SEDE IBAGUE,ALICUOTA DE GLOBULOS ROJOS FILTRADA,4.0,4.0
17.0,100.0,100.0,2019.0,ABRIL,SYNLAB SEDE HOSPITAL INFANTIL CONCEJO DE MEDELLIN,ANTIOQUIA,11-001-32 ,FUNDACION HEMATOLOGICA COLOMBIA SEDE BOGOTA,PLAQUETAS ESTANDAR FILTRADAS,3.0,3.0
17.0,100.0,100.0,2019.0,ABRIL,SYNLAB SEDE HOSPITAL INFANTIL CONCEJO DE MEDELLIN,ANTIOQUIA,73-001-7  ,FUNDACION HEMATOLOGICA COLOMBIA SEDE IBAGUE,CRIOPRECIPITADO,3.0,3.0
17.0,100.0,100.0,2019.0,ABRIL,SYNLAB SEDE HOSPITAL INFANTIL CONCEJO DE MEDELLIN,ANTIOQUIA,11-001-6  ,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,GLOBULOS ROJOS POBRES EN LEUCOCITOS,2.0,2.0
17.0,100.0,100.0,2019.0,ABRIL,SYNLAB SEDE HOSPITAL INFANTIL CONCEJO DE MEDELLIN,ANTIOQUIA,11-001-6  ,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),7.0,7.0
17.0,100.0,100.0,2019.0,ABRIL,SYNLAB SEDE HOSPITAL INFANTIL CONCEJO DE MEDELLIN,ANTIOQUIA,11-001-6  ,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,ALICUOTA DE GLOBULOS ROJOS FILTRADA,1.0,1.0
17.0,100.0,100.0,2019.0,ABRIL,SYNLAB SEDE HOSPITAL INFANTIL CONCEJO DE MEDELLIN,ANTIOQUIA,11-001-6  ,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,PLASMA FRESCO CONGELADO,4.0,4.0
17.0,100.0,100.0,2019.0,ABRIL,SYNLAB SEDE HOSPITAL INFANTIL CONCEJO DE MEDELLIN,ANTIOQUIA,11-001-6  ,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,CRIOPRECIPITADO,1.0,1.0
17.0,100.0,100.0,2019.0,ABRIL,SYNLAB SEDE HOSPITAL INFANTIL CONCEJO DE MEDELLIN,ANTIOQUIA,11-001-6  ,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,PLAQUETAS ESTANDAR FILTRADAS,1.0,1.0
33.0,100.0,100.0,2019.0,ABRIL,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,08-001-13 ,FUNDACION HEMATOLOGICA COLOMBIA SEDE BARRANQUILLA,CRIOPRECIPITADO,15.0,15.0
33.0,100.0,100.0,2019.0,ABRIL,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,08-001-13 ,FUNDACION HEMATOLOGICA COLOMBIA SEDE BARRANQUILLA,PLASMA FRESCO CONGELADO,10.0,10.0
33.0,100.0,100.0,2019.0,ABRIL,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,08-001-13 ,FUNDACION HEMATOLOGICA COLOMBIA SEDE BARRANQUILLA,PLAQUETAS AFERESIS,27.0,27.0
33.0,92.5,92.5,2019.0,ABRIL,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,08-001-13 ,FUNDACION HEMATOLOGICA COLOMBIA SEDE BARRANQUILLA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,40.0,37.0
33.0,90.0,90.0,2019.0,ABRIL,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,05-001-25 ,BANCO DE SANGRE RED HUMANA S.A.S,GLOBULOS ROJOS POBRES EN LEUCOCITOS,30.0,27.0
33.0,100.0,100.0,2019.0,ABRIL,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,CRIOPRECIPITADO,80.0,80.0
33.0,90.0,90.0,2019.0,ABRIL,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,PLASMA FRESCO CONGELADO,80.0,72.0
33.0,93.20388349514565,93.20388349514565,2019.0,ABRIL,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,PLAQUETAS AFERESIS,103.0,96.0
33.0,93.33333333333331,93.33333333333331,2019.0,ABRIL,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,150.0,140.0
33.0,90.0,90.0,2019.0,ABRIL,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),10.0,9.0
38.0,100.0,100.0,2019.0,ABRIL,LABORATORIO MEDICO DE REFERENCIA,ANTIOQUIA,05-001-10 ,CLINICA MEDELLIN,PLAQUETAS AFERESIS,1.0,1.0
38.0,100.0,100.0,2019.0,ABRIL,LABORATORIO MEDICO DE REFERENCIA,ANTIOQUIA,05-615-24 ,CLINICA SOMER,PLAQUETAS AFERESIS,2.0,2.0
38.0,100.0,100.0,2019.0,ABRIL,LABORATORIO MEDICO DE REFERENCIA,ANTIOQUIA,05-001-1  ,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO GUTIERREZ,PLAQUETAS AFERESIS,3.0,3.0
38.0,100.0,100.0,2019.0,ABRIL,LABORATORIO MEDICO DE REFERENCIA,ANTIOQUIA,05-001-3  ,HOSPITAL PABLO TOBON URIBE,PLAQUETAS ESTANDAR,3.0,3.0
3.0,100.0,100.0,2019.0,ABRIL,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,05-001-5  ,CLINICA LEON XIII - UNIVERSIDAD DE ANTIOQUIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,5.0,5.0
3.0,100.0,100.0,2019.0,ABRIL,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,05-615-24 ,CLINICA SOMER,GLOBULOS ROJOS POBRES EN LEUCOCITOS,15.0,15.0
3.0,100.0,100.0,2019.0,ABRIL,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,05-615-11 ,HOSPITAL SAN JUAN DE DIOS E.S.E.,GLOBULOS ROJOS POBRES EN LEUCOCITOS,11.0,11.0
3.0,100.0,100.0,2019.0,ABRIL,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,3.0,3.0
3.0,100.0,100.0,2019.0,ABRIL,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,PLAQUETAS AFERESIS,4.0,4.0
3.0,100.0,100.0,2019.0,ABRIL,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,05-001-6  ,CLINICA CARDIO VID,GLOBULOS ROJOS POBRES EN LEUCOCITOS,7.0,7.0
3.0,100.0,100.0,2019.0,ABRIL,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,05-001-6  ,CLINICA CARDIO VID,PLAQUETAS AFERESIS,3.0,3.0
3.0,100.0,100.0,2019.0,ABRIL,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,05-001-2  ,HOSPITAL UNIVERSITARIO SAN VICENTE FUNDACION,GLOBULOS ROJOS POBRES EN LEUCOCITOS,10.0,10.0
15.0,100.0,100.0,2019.0,MAYO,SYNLAB SEDE EL TESORO,ANTIOQUIA,08-001-13 ,FUNDACION HEMATOLOGICA COLOMBIA SEDE BARRANQUILLA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,5.0,5.0
15.0,100.0,100.0,2019.0,MAYO,SYNLAB SEDE EL TESORO,ANTIOQUIA,11-001-6  ,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,PLAQUETAS ESTANDAR POBRES EN LEUCOCITOS,7.0,7.0
596.0,100.0,100.0,2019.0,MAYO,CLINICA CONQUISTADORES,ANTIOQUIA,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,1.0,1.0
40.0,100.0,100.0,2019.0,MAYO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,154.0,154.0
40.0,100.0,100.0,2019.0,MAYO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),80.0,80.0
40.0,100.0,100.0,2019.0,MAYO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,PLAQUETAS AFERESIS,148.0,148.0
40.0,100.0,100.0,2019.0,MAYO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,CRIOPRECIPITADO,20.0,20.0
40.0,100.0,100.0,2019.0,MAYO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,PLASMA FRESCO CONGELADO,59.0,59.0
47.0,100.0,100.0,2019.0,MAYO,E.S.E HOSPITAL LA MERCED DE CIUDAD BOLIVAR,ANTIOQUIA,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,10.0,10.0
21.0,100.0,100.0,2019.0,MAYO,SOMELAB,ANTIOQUIA,11-001-32 ,FUNDACION HEMATOLOGICA COLOMBIA SEDE BOGOTA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,16.0,16.0
21.0,100.0,100.0,2019.0,MAYO,SOMELAB,ANTIOQUIA,11-001-32 ,FUNDACION HEMATOLOGICA COLOMBIA SEDE BOGOTA,ALICUOTA DE GLOBULOS ROJOS FILTRADA,3.0,3.0
11.0,88.31168831168831,88.31168831168831,2019.0,MAYO,UNIDAD HOSPITALARIA DE MANRRIQUE HERMENEGILDO DE FEX,ANTIOQUIA,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,154.0,136.0
11.0,100.0,100.0,2019.0,MAYO,UNIDAD HOSPITALARIA DE MANRRIQUE HERMENEGILDO DE FEX,ANTIOQUIA,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,PLAQUETAS AFERESIS,1.0,1.0
6.0,100.0,100.0,2019.0,MAYO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,260.0,260.0
6.0,100.0,100.0,2019.0,MAYO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,PLAQUETAS AFERESIS,8.0,8.0
6.0,100.0,100.0,2019.0,MAYO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,PLASMA FRESCO CONGELADO,51.0,51.0
6.0,100.0,100.0,2019.0,MAYO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,CRIOPRECIPITADO,4.0,4.0
6.0,100.0,100.0,2019.0,MAYO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,05-001-1  ,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO GUTIERREZ,GLOBULOS ROJOS POBRES EN LEUCOCITOS,6.0,6.0
6.0,100.0,100.0,2019.0,MAYO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,05-001-1  ,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO GUTIERREZ,PLAQUETAS AFERESIS,2.0,2.0
20.0,100.0,100.0,2019.0,MAYO,LABORATORIO TEST,ANTIOQUIA,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,ALICUOTA DE GLOBULOS ROJOS FILTRADA,8.0,8.0
6.0,100.0,100.0,2019.0,MAYO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,05-001-1  ,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO GUTIERREZ,PLASMA FRESCO CONGELADO,70.0,70.0
20.0,90.47619047619048,90.47619047619048,2019.0,MAYO,LABORATORIO TEST,ANTIOQUIA,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,105.0,95.0
20.0,100.0,100.0,2019.0,MAYO,LABORATORIO TEST,ANTIOQUIA,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,PLAQUETAS AFERESIS,25.0,25.0
20.0,100.0,100.0,2019.0,MAYO,LABORATORIO TEST,ANTIOQUIA,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,PLASMA FRESCO CONGELADO,5.0,5.0
20.0,95.0,95.0,2019.0,MAYO,LABORATORIO TEST,ANTIOQUIA,11-001-36 ,FUNDACION BANCO NACIONAL DE SANGRE HEMOLIFE SEDE BOGOTA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,40.0,38.0
20.0,80.76923076923077,80.76923076923077,2019.0,MAYO,LABORATORIO TEST,ANTIOQUIA,11-001-36 ,FUNDACION BANCO NACIONAL DE SANGRE HEMOLIFE SEDE BOGOTA,PLASMA FRESCO CONGELADO,26.0,21.0
20.0,100.0,100.0,2019.0,MAYO,LABORATORIO TEST,ANTIOQUIA,11-001-32 ,FUNDACION HEMATOLOGICA COLOMBIA SEDE BOGOTA,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),32.0,32.0
20.0,84.21052631578947,84.21052631578947,2019.0,MAYO,LABORATORIO TEST,ANTIOQUIA,11-001-32 ,FUNDACION HEMATOLOGICA COLOMBIA SEDE BOGOTA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,19.0,16.0
20.0,100.0,100.0,2019.0,MAYO,LABORATORIO TEST,ANTIOQUIA,05-001-25 ,BANCO DE SANGRE RED HUMANA S.A.S,GLOBULOS ROJOS POBRES EN LEUCOCITOS,6.0,6.0
12.0,100.0,100.0,2019.0,MAYO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,05-001-10 ,CLINICA MEDELLIN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,163.0,163.0
12.0,100.0,100.0,2019.0,MAYO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,05-001-10 ,CLINICA MEDELLIN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),60.0,60.0
12.0,100.0,100.0,2019.0,MAYO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,05-001-10 ,CLINICA MEDELLIN,CRIOPRECIPITADO,5.0,5.0
12.0,100.0,100.0,2019.0,MAYO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,05-001-10 ,CLINICA MEDELLIN,PLAQUETAS AFERESIS,26.0,26.0
12.0,100.0,100.0,2019.0,MAYO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,05-001-10 ,CLINICA MEDELLIN,PLASMA FRESCO CONGELADO,50.0,50.0
54.0,76.70250896057348,76.70250896057348,2019.0,MAYO,E.S.E. HOSPITAL SAN RAFAEL DE ITAGUI,ANTIOQUIA,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,279.0,214.0
54.0,100.0,100.0,2019.0,MAYO,E.S.E. HOSPITAL SAN RAFAEL DE ITAGUI,ANTIOQUIA,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,PLAQUETAS AFERESIS,3.0,3.0
54.0,84.21052631578947,84.21052631578947,2019.0,MAYO,E.S.E. HOSPITAL SAN RAFAEL DE ITAGUI,ANTIOQUIA,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,PLASMA FRESCO CONGELADO,19.0,16.0
48.0,100.0,100.0,2019.0,MAYO,E.S.E HOSPITAL SAN VICENTE DE PAUL DE CALDAS,ANTIOQUIA,73-001-7  ,FUNDACION HEMATOLOGICA COLOMBIA SEDE IBAGUE,GLOBULOS ROJOS POBRES EN LEUCOCITOS,15.0,15.0
48.0,100.0,100.0,2019.0,MAYO,E.S.E HOSPITAL SAN VICENTE DE PAUL DE CALDAS,ANTIOQUIA,11-001-36 ,FUNDACION BANCO NACIONAL DE SANGRE HEMOLIFE SEDE BOGOTA,ALICUOTA DE GLOBULOS ROJOS FILTRADA IRRADIADA,7.0,7.0
48.0,100.0,100.0,2019.0,MAYO,E.S.E HOSPITAL SAN VICENTE DE PAUL DE CALDAS,ANTIOQUIA,11-001-36 ,FUNDACION BANCO NACIONAL DE SANGRE HEMOLIFE SEDE BOGOTA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,51.0,51.0
48.0,100.0,100.0,2019.0,MAYO,E.S.E HOSPITAL SAN VICENTE DE PAUL DE CALDAS,ANTIOQUIA,05-001-25 ,BANCO DE SANGRE RED HUMANA S.A.S,GLOBULOS ROJOS POBRES EN LEUCOCITOS,6.0,6.0
49.0,85.71428571428571,85.71428571428571,2019.0,MAYO,ESE HOSPITAL CESAR URIBE PIEDRAHITA,ANTIOQUIA,11-001-1  ,CRUZ ROJA COLOMBIANA - BANCO NACIONAL DE SANGRE,GLOBULOS ROJOS POBRES EN LEUCOCITOS,70.0,60.0
596.0,100.0,100.0,2019.0,MAYO,CLINICA CONQUISTADORES,ANTIOQUIA,73-001-7  ,FUNDACION HEMATOLOGICA COLOMBIA SEDE IBAGUE,GLOBULOS ROJOS POBRES EN LEUCOCITOS,8.0,8.0
596.0,100.0,100.0,2019.0,MAYO,CLINICA CONQUISTADORES,ANTIOQUIA,73-001-7  ,FUNDACION HEMATOLOGICA COLOMBIA SEDE IBAGUE,PLAQUETAS ESTANDAR POBRES EN LEUCOCITOS,10.0,10.0
596.0,100.0,100.0,2019.0,MAYO,CLINICA CONQUISTADORES,ANTIOQUIA,11-001-6  ,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,PLASMA FRESCO CONGELADO,4.0,4.0
13.0,97.12230215827336,97.12230215827336,2019.0,MAYO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,08-001-13 ,FUNDACION HEMATOLOGICA COLOMBIA SEDE BARRANQUILLA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,139.0,135.0
13.0,97.5,97.5,2019.0,MAYO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,08-001-13 ,FUNDACION HEMATOLOGICA COLOMBIA SEDE BARRANQUILLA,ALICUOTA DE GLOBULOS ROJOS FILTRADA,40.0,39.0
13.0,100.0,100.0,2019.0,MAYO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,08-001-13 ,FUNDACION HEMATOLOGICA COLOMBIA SEDE BARRANQUILLA,PLAQUETAS ESTANDAR POBRES EN LEUCOCITOS,7.0,7.0
13.0,100.0,100.0,2019.0,MAYO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,08-001-13 ,FUNDACION HEMATOLOGICA COLOMBIA SEDE BARRANQUILLA,PLAQUETAS AFERESIS,7.0,7.0
13.0,100.0,100.0,2019.0,MAYO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,08-001-13 ,FUNDACION HEMATOLOGICA COLOMBIA SEDE BARRANQUILLA,PLASMA FRESCO CONGELADO,10.0,10.0
13.0,100.0,100.0,2019.0,MAYO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,05-001-3  ,HOSPITAL PABLO TOBON URIBE,PLAQUETAS ESTANDAR POBRES EN LEUCOCITOS,7.0,7.0
13.0,100.0,100.0,2019.0,MAYO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,05-001-3  ,HOSPITAL PABLO TOBON URIBE,CRIOPRECIPITADO,24.0,24.0
13.0,100.0,100.0,2019.0,MAYO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,05-001-3  ,HOSPITAL PABLO TOBON URIBE,PLASMA FRESCO CONGELADO,14.0,14.0
13.0,100.0,100.0,2019.0,MAYO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,05-001-6  ,CLINICA CARDIO VID,GLOBULOS ROJOS POBRES EN LEUCOCITOS,2.0,2.0
13.0,100.0,100.0,2019.0,MAYO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,05-001-6  ,CLINICA CARDIO VID,PLAQUETAS AFERESIS,4.0,4.0
