Año,Mes,Nombre Servicio,Departamento,Municipio,Causas Incineración,Hemocomponentes,Total Componentes Incinerados,Total Componentes Entregados
2024,MARZO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,Vencimiento,PLAQUETAS AFERESIS FILTRADAS,1,42
2024,MARZO,HOSPITAL MANUEL URIBE ANGEL E.S.E,ANTIOQUIA,ENVIGADO,Unidad rota,GLOBULOS ROJOS POBRES EN LEUCOCITOS,1,72
2024,MARZO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Alicuota sin usar,PLAQUETAS AFERESIS FILTRADAS IRRADIADAS,1, 
2024,MARZO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Aspecto Fisico,PLASMA FRESCO CONGELADO,1, 
2024,MARZO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Coombs directo positivo,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),1, 
2024,MARZO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Coombs directo positivo,GLOBULOS ROJOS POBRES EN LEUCOCITOS,2, 
2024,MARZO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Descongelado sin usar,CRIOPRECIPITADO,6, 
2024,MARZO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Descongelado sin usar,PLASMA FRESCO CONGELADO,5, 
2024,MARZO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,ALICUOTA DE GLOBULOS ROJOS FILTRADA,5, 
2024,MARZO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,ALICUOTA DE GLOBULOS ROJOS FILTRADA IRRADIADA,2, 
2024,MARZO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,ALICUOTA DE GLOBULOS ROJOS POBRES EN LEUCOCITOS,1, 
2024,MARZO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,CRIOPRECIPITADO,99, 
2024,MARZO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),107, 
2024,MARZO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS LEUCORREDUCIDOS IRRADIADOS,102, 
2024,MARZO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,579, 
2024,MARZO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS IRRADIADOS,17, 
2024,MARZO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLAQUETAS AFERESIS,4,4
2024,MARZO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLAQUETAS AFERESIS FILTRADAS IRRADIADAS,249, 
2024,MARZO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLAQUETAS AFERESIS IRRADIADAS,12,3
2024,MARZO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLAQUETAS ESTANDAR,25, 
2024,MARZO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLAQUETAS ESTANDAR IRRADIADAS,14, 
2024,MARZO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLASMA FRESCO CONGELADO,269, 
2024,MARZO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Unidad rota,PLAQUETAS AFERESIS,1,4
2024,MARZO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Unidad rota,PLASMA FRESCO CONGELADO,2, 
2024,MARZO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Vencimiento,GLOBULOS ROJOS POBRES EN LEUCOCITOS,13, 
2024,MARZO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Vencimiento,PLAQUETAS AFERESIS,8,4
2024,MARZO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Vencimiento,PLAQUETAS ESTANDAR,30, 
2024,MARZO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,Vencimiento,PLAQUETAS ESTANDAR IRRADIADAS,12, 
2024,MARZO,HOSPITAL SAN JUAN DE DIOS E.S.E RIONEGRO - ANTIOQUIA,ANTIOQUIA,RIONEGRO,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,95,74
2024,MARZO,HOSPITAL SAN JUAN DE DIOS E.S.E RIONEGRO - ANTIOQUIA,ANTIOQUIA,RIONEGRO,Restos luego de la transfusion,PLAQUETAS AFERESIS FILTRADAS,5,8
2024,MARZO,HOSPITAL SAN JUAN DE DIOS E.S.E RIONEGRO - ANTIOQUIA,ANTIOQUIA,RIONEGRO,Restos luego de la transfusion,PLASMA FRESCO CONGELADO,13,8
2024,MARZO,INSTITUTO DEL CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,81,82
2024,MARZO,INSTITUTO DEL CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLASMA FRESCO CONGELADO,2,10
2024,MARZO,INSTITUTO DEL CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,Unidad rota,PLASMA FRESCO CONGELADO,1,10
2024,MARZO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,CRIOPRECIPITADO,38,50
2024,MARZO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),188,213
2024,MARZO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,26,13
2024,MARZO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLAQUETAS AFERESIS,10,8
2024,MARZO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLASMA FRESCO CONGELADO,21,23
2024,MARZO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,Unidad rota,PLASMA FRESCO CONGELADO,2,23
2024,MARZO,IPS SAN MARCOS DE LEON NORTE S.A.S,ANTIOQUIA,MEDELLÍN,Descongelado sin usar,PLASMA FRESCO CONGELADO,3,22
2024,MARZO,IPS SAN MARCOS DE LEON NORTE S.A.S,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,129,128
2024,MARZO,IPS SAN MARCOS DE LEON NORTE S.A.S,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLAQUETAS AFERESIS,25,25
2024,MARZO,IPS SAN MARCOS DE LEON NORTE S.A.S,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLASMA FRESCO CONGELADO,19,22
2024,MARZO,IPS UNIVERSITARIA SEDE CLINICA LEON XIII,ANTIOQUIA,MEDELLÍN,Investigacion cientifica,PLAQUETAS AFERESIS,2,154
2024,MARZO,IPS UNIVERSITARIA SEDE CLINICA LEON XIII,ANTIOQUIA,MEDELLÍN,Investigacion cientifica,PLAQUETAS ESTANDAR POBRES EN LEUCOCITOS,20,271
2024,MARZO,IPS UNIVERSITARIA SEDE CLINICA LEON XIII,ANTIOQUIA,MEDELLÍN,Investigacion cientifica,PLASMA FRESCO CONGELADO,6,239
2024,MARZO,IPS UNIVERSITARIA SEDE CLINICA LEON XIII,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,CRIOPRECIPITADO,275,275
2024,MARZO,IPS UNIVERSITARIA SEDE CLINICA LEON XIII,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),124,124
2024,MARZO,IPS UNIVERSITARIA SEDE CLINICA LEON XIII,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,684,684
2024,MARZO,IPS UNIVERSITARIA SEDE CLINICA LEON XIII,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLAQUETAS AFERESIS,154,154
2024,MARZO,IPS UNIVERSITARIA SEDE CLINICA LEON XIII,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLAQUETAS ESTANDAR POBRES EN LEUCOCITOS,271,271
2024,MARZO,IPS UNIVERSITARIA SEDE CLINICA LEON XIII,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLASMA FRESCO CONGELADO,239,239
2024,MARZO,IPS UNIVERSITARIA SEDE CLINICA LEON XIII,ANTIOQUIA,MEDELLÍN,Unidad rota,PLAQUETAS ESTANDAR FILTRADAS,6, 
2024,MARZO,IPS UNIVERSITARIA SEDE CLINICA LEON XIII,ANTIOQUIA,MEDELLÍN,Vencimiento,GLOBULOS ROJOS POBRES EN LEUCOCITOS,3,684
2024,MARZO,LABORATORIO MEDICO DE REFERENCIA,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,CRIOPRECIPITADO,6,6
2024,MARZO,LABORATORIO MEDICO DE REFERENCIA,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),1,3
2024,MARZO,LABORATORIO MEDICO DE REFERENCIA,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,113,113
2024,MARZO,LABORATORIO MEDICO DE REFERENCIA,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLAQUETAS AFERESIS,4,8
2024,MARZO,LABORATORIO MEDICO DE REFERENCIA,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLASMA FRESCO CONGELADO,21,21
2024,MARZO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,ALICUOTA DE GLOBULOS ROJOS FILTRADA,5, 
2024,MARZO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,ALICUOTA PLAQUETAS AFERESIS,1, 
2024,MARZO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,ALICUOTA PLASMA FRESCO CONGELADO,2, 
2024,MARZO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,CRIOPRECIPITADO,53,39
2024,MARZO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),26,16
2024,MARZO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,112,116
2024,MARZO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS POR AFERESIS IRRADIADOS,10, 
2024,MARZO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLAQUETAS AFERESIS FILTRADAS,70, 
2024,MARZO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLASMA FRESCO CONGELADO,32,6
2024,MARZO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,Vencimiento,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),1,16
2024,MARZO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,Vencimiento,GLOBULOS ROJOS POBRES EN LEUCOCITOS,5,116
2024,MARZO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,Vencimiento,PLAQUETAS AFERESIS FILTRADAS,15, 
2024,MARZO,LABORATORIO MEDICO LAS AMERICAS SEDE SUR,ANTIOQUIA,ENVIGADO,Restos luego de la transfusion,CRIOPRECIPITADO,12,6
2024,MARZO,LABORATORIO MEDICO LAS AMERICAS SEDE SUR,ANTIOQUIA,ENVIGADO,Restos luego de la transfusion,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),149,145
2024,MARZO,LABORATORIO MEDICO LAS AMERICAS SEDE SUR,ANTIOQUIA,ENVIGADO,Restos luego de la transfusion,PLAQUETAS AFERESIS FILTRADAS,21,24
2024,MARZO,LABORATORIO MEDICO LAS AMERICAS SEDE SUR,ANTIOQUIA,ENVIGADO,Restos luego de la transfusion,PLASMA FRESCO CONGELADO,54,20
2024,MARZO,LABORATORIO TEST,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,ALICUOTA DE GLOBULOS ROJOS FILTRADA,6,4
2024,MARZO,LABORATORIO TEST,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),4, 
2024,MARZO,LABORATORIO TEST,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,109,119
2024,MARZO,LABORATORIO TEST,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLAQUETAS AFERESIS,2,1
2024,MARZO,LABORATORIO TEST,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLASMA FRESCO CONGELADO,11, 
2024,MARZO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,CRIOPRECIPITADO,4,4
2024,MARZO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),88,88
2024,MARZO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS LEUCORREDUCIDOS IRRADIADOS,4,4
2024,MARZO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,101,119
2024,MARZO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLAQUETAS AFERESIS,98,119
2024,MARZO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLAQUETAS AFERESIS IRRADIADAS,10,12
2024,MARZO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLASMA FRESCO CONGELADO,14,14
2024,MARZO,PROMOTORA CLINICA ZONA FRANCA DE URABA,ANTIOQUIA,APARTADÓ,Descongelado sin usar,CRIOPRECIPITADO,4,15
2024,MARZO,PROMOTORA CLINICA ZONA FRANCA DE URABA,ANTIOQUIA,APARTADÓ,Descongelado sin usar,PLASMA FRESCO CONGELADO,6,37
2024,MARZO,PROMOTORA CLINICA ZONA FRANCA DE URABA,ANTIOQUIA,APARTADÓ,Restos luego de la transfusion,CRIOPRECIPITADO,14,15
2024,MARZO,PROMOTORA CLINICA ZONA FRANCA DE URABA,ANTIOQUIA,APARTADÓ,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,350,380
2024,MARZO,PROMOTORA CLINICA ZONA FRANCA DE URABA,ANTIOQUIA,APARTADÓ,Restos luego de la transfusion,PLAQUETAS ESTANDAR POBRES EN LEUCOCITOS,124,166
2024,MARZO,PROMOTORA CLINICA ZONA FRANCA DE URABA,ANTIOQUIA,APARTADÓ,Restos luego de la transfusion,PLASMA FRESCO CONGELADO,57,37
2024,MARZO,PROMOTORA CLINICA ZONA FRANCA DE URABA,ANTIOQUIA,APARTADÓ,Vencimiento,PLAQUETAS ESTANDAR POBRES EN LEUCOCITOS,21,166
2024,MARZO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,Coombs directo positivo,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),2,607
2024,MARZO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,Kell vencimiento,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),1,607
2024,MARZO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,ALICUOTA PLAQUETAS AFERESIS,9,9
2024,MARZO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,ALICUOTA PLAQUETAS AFERESIS FILTRADA IRRADIADA,4,4
2024,MARZO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,CRIOPRECIPITADO,217,232
2024,MARZO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),593,607
2024,MARZO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS LEUCORREDUCIDOS IRRADIADOS,30,30
2024,MARZO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLAQUETAS AFERESIS FILTRADAS,144,190
2024,MARZO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLAQUETAS AFERESIS FILTRADAS IRRADIADAS,58,58
2024,MARZO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLASMA FRESCO CONGELADO,125,125
2024,MARZO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,Unidad rota,CRIOPRECIPITADO,4,232
2024,MARZO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,Unidad rota,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),1,607
2024,MARZO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,Unidad rota,PLASMA FRESCO CONGELADO,9,125
2024,MARZO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,Vencimiento,ALICUOTA PLAQUETAS AFERESIS,2,9
2024,MARZO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,Vencimiento,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),6,607
2024,MARZO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,Vencimiento,PLAQUETAS AFERESIS FILTRADAS,2,190
2024,MARZO,SOCIEDAD MEDICA RIONEGRO S.A. SOMER S.A,ANTIOQUIA,RIONEGRO,Restos luego de la transfusion,ALICUOTA DE GLOBULOS ROJOS FILTRADA,55, 
2024,MARZO,SOCIEDAD MEDICA RIONEGRO S.A. SOMER S.A,ANTIOQUIA,RIONEGRO,Restos luego de la transfusion,CRIOPRECIPITADO,95,104
2024,MARZO,SOCIEDAD MEDICA RIONEGRO S.A. SOMER S.A,ANTIOQUIA,RIONEGRO,Restos luego de la transfusion,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),445,477
2024,MARZO,SOCIEDAD MEDICA RIONEGRO S.A. SOMER S.A,ANTIOQUIA,RIONEGRO,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,35,34
2024,MARZO,SOCIEDAD MEDICA RIONEGRO S.A. SOMER S.A,ANTIOQUIA,RIONEGRO,Restos luego de la transfusion,PLAQUETAS AFERESIS FILTRADAS IRRADIADAS,183,157
2024,MARZO,SOCIEDAD MEDICA RIONEGRO S.A. SOMER S.A,ANTIOQUIA,RIONEGRO,Restos luego de la transfusion,PLASMA FRESCO CONGELADO,87,62
2024,MARZO,SYNLAB SEDE CIUDAD DEL RIO,ANTIOQUIA,MEDELLÍN,Coombs directo positivo,GLOBULOS ROJOS POBRES EN LEUCOCITOS,1,218
2024,MARZO,SYNLAB SEDE CIUDAD DEL RIO,ANTIOQUIA,MEDELLÍN,Unidad rota,PLASMA FRESCO CONGELADO,1,25
2024,MARZO,SYNLAB SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,30,38
2024,MARZO,SYNLAB SEDE INTERQUIROFANOS,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,15, 
2024,MARZO,SYNLAB SEDE INTERQUIROFANOS,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLAQUETAS AFERESIS,1, 
2024,MARZO,SYNLAB SEDE INTERQUIROFANOS,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,PLASMA FRESCO CONGELADO,1, 
2024,MARZO,UNIDAD HOSPITALARIA DE BELEN HECTOR ABAD GOMEZ,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,7,7
2024,MARZO,UNIDAD HOSPITALARIA DE MANRRIQUE HERMENEGILDO DE FEX,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,16,16
2024,MARZO,UNIDAD HOSPITALARIA NUEVO OCCIDENTE,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,12,12
2024,MARZO,UNIDAD HOSPITALARIA SANTA CRUZ VICTOR CARDENAS JARAMILLO,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,5,5
2024,MARZO,UNLAB SOMA sede Chigorodó,ANTIOQUIA,CHIGORODÓ,Restos luego de la transfusion,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),12,8
2024,MARZO,UNLAB SOMA sede Chigorodó,ANTIOQUIA,CHIGORODÓ,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,6,6
2024,MARZO,UNLAB SOMA sede Chigorodó,ANTIOQUIA,CHIGORODÓ,Restos luego de la transfusion,PLASMA FRESCO CONGELADO,8,6
2024,ABRIL,CEDIMED POBLADO,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),8,8
2024,ABRIL,CENTRO ONCOLOGICO DE ANTIOQUIA S.A.,ANTIOQUIA,ENVIGADO,Aspecto Fisico,PLASMA FRESCO CONGELADO,2,120
2024,ABRIL,CENTRO ONCOLOGICO DE ANTIOQUIA S.A.,ANTIOQUIA,ENVIGADO,Coombs directo positivo,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),2,238
2024,ABRIL,CENTRO ONCOLOGICO DE ANTIOQUIA S.A.,ANTIOQUIA,ENVIGADO,Restos luego de la transfusion,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),260,238
2024,ABRIL,CENTRO ONCOLOGICO DE ANTIOQUIA S.A.,ANTIOQUIA,ENVIGADO,Restos luego de la transfusion,PLAQUETAS AFERESIS,99,1
2024,ABRIL,CENTRO ONCOLOGICO DE ANTIOQUIA S.A.,ANTIOQUIA,ENVIGADO,Restos luego de la transfusion,PLASMA FRESCO CONGELADO,124,120
2024,ABRIL,CENTRO ONCOLOGICO DE ANTIOQUIA S.A.,ANTIOQUIA,ENVIGADO,Unidad rota,PLASMA FRESCO CONGELADO,2,120
2024,ABRIL,CENTRO ONCOLOGICO DE ANTIOQUIA S.A.,ANTIOQUIA,ENVIGADO,Vencimiento,PLAQUETAS AFERESIS,1,1
2024,ABRIL,CLINICA ANTIOQUIA - SEDE NORTE,ANTIOQUIA,BELLO,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,26,18
2024,ABRIL,CLINICA ANTIOQUIA S.A.,ANTIOQUIA,ITAGUI,Aspecto Fisico,PLASMA FRESCO CONGELADO,1,11
2024,ABRIL,CLINICA ANTIOQUIA S.A.,ANTIOQUIA,ITAGUI,Descongelado sin usar,CRIOPRECIPITADO,6, 
2024,ABRIL,CLINICA ANTIOQUIA S.A.,ANTIOQUIA,ITAGUI,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,115,172
2024,ABRIL,CLINICA ANTIOQUIA S.A.,ANTIOQUIA,ITAGUI,Restos luego de la transfusion,PLAQUETAS AFERESIS,8,9
2024,ABRIL,CLINICA ANTIOQUIA S.A.,ANTIOQUIA,ITAGUI,Restos luego de la transfusion,PLASMA FRESCO CONGELADO,43,11
2024,ABRIL,CLINICA ANTIOQUIA S.A.,ANTIOQUIA,ITAGUI,Vencimiento,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),2,5
2024,ABRIL,CLINICA ANTIOQUIA S.A.,ANTIOQUIA,ITAGUI,Vencimiento,GLOBULOS ROJOS POBRES EN LEUCOCITOS,1,172
2024,ABRIL,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,ALICUOTA DE GLOBULOS ROJOS FILTRADA,10,10
2024,ABRIL,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,ALICUOTA DE GLOBULOS ROJOS POBRES EN LEUCOCITOS,3,3
2024,ABRIL,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,ALICUOTA PLAQUETAS AFERESIS,6,6
2024,ABRIL,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,CRIOPRECIPITADO,138,138
2024,ABRIL,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS AFERESIS,1,1
2024,ABRIL,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),179,179
2024,ABRIL,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,Restos luego de la transfusion,GLOBULOS ROJOS POBRES EN LEUCOCITOS,121,121
