id_periodo,Año,Mes,Nombre Servicio,Departamento,Municipio,Servicio Hospitalario,Total Pacientes,Total Componentes
,2024,FEBRERO,LABORATORIO MEDICO LAS AMERICAS SEDE SUR,ANTIOQUIA,ENVIGADO,Medicina Interna,15,33
,2024,FEBRERO,LABORATORIO MEDICO LAS AMERICAS SEDE SUR,ANTIOQUIA,ENVIGADO,Unidad de cuidado intermedio adultos,12,49
,2024,FEBRERO,LABORATORIO MEDICO ECHAVARRIA S.A.S SEDE TORRE MEDICA SALUD VEGAS,ANTIOQUIA,MEDELLÍN,Cirugia General,1,3
,2024,MARZO,CLINICA SAN JUAN DE DIOS LA CEJA,ANTIOQUIA,LA CEJA,Urgencias,3,6
,2024,MARZO,CLINICA SAN JUAN DE DIOS LA CEJA,ANTIOQUIA,LA CEJA,UCI Adultos,3,13
,2024,MARZO,CLINICA SAN JUAN DE DIOS LA CEJA,ANTIOQUIA,LA CEJA,Cirugia General,1,2
,2024,MARZO,CLINICA SAN JUAN DE DIOS LA CEJA,ANTIOQUIA,LA CEJA,Medicina Interna,6,13
,2024,MARZO,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,MEDELLÍN,Urgencias,60,137
,2024,MARZO,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,MEDELLÍN,UCI Adultos,23,130
,2024,MARZO,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,MEDELLÍN,Cirugia General,13,42
,2024,MARZO,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,MEDELLÍN,Medicina Interna,118,384
,2024,MARZO,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,MEDELLÍN,Unidad de cuidado intermedio adultos,5,28
,2024,MARZO,E.S.E HOSPITAL SAN JUAN DE DIOS ANTIOQUIA,ANTIOQUIA,SANTAFÉ DE ANTIOQUIA,Urgencias,6,12
,2024,MARZO,E.S.E HOSPITAL SAN JUAN DE DIOS ANTIOQUIA,ANTIOQUIA,SANTAFÉ DE ANTIOQUIA,Obstetricia,3,6
,2024,MARZO,E.S.E HOSPITAL SAN JUAN DE DIOS ANTIOQUIA,ANTIOQUIA,SANTAFÉ DE ANTIOQUIA,Cirugia General,2,4
,2024,MARZO,E.S.E HOSPITAL SAN JUAN DE DIOS ANTIOQUIA,ANTIOQUIA,SANTAFÉ DE ANTIOQUIA,Ortopedia,3,6
,2024,MARZO,E.S.E HOSPITAL SAN JUAN DE DIOS ANTIOQUIA,ANTIOQUIA,SANTAFÉ DE ANTIOQUIA,Medicina Interna,2,5
,2024,MARZO,LABORATORIO TEST,ANTIOQUIA,MEDELLÍN,Urgencias,10,25
,2024,MARZO,LABORATORIO TEST,ANTIOQUIA,MEDELLÍN,Ginecologia,10,25
,2024,MARZO,LABORATORIO TEST,ANTIOQUIA,MEDELLÍN,Obstetricia,7,11
,2024,MARZO,LABORATORIO TEST,ANTIOQUIA,MEDELLÍN,Neonatos (Unidad de cuidado intensivo o intermedio neonatal),4,6
,2024,MARZO,LABORATORIO TEST,ANTIOQUIA,MEDELLÍN,UCI Adultos,4,11
,2024,MARZO,LABORATORIO TEST,ANTIOQUIA,MEDELLÍN,Cirugia General,9,17
,2024,MARZO,LABORATORIO TEST,ANTIOQUIA,MEDELLÍN,Ortopedia,5,16
,2024,MARZO,LABORATORIO TEST,ANTIOQUIA,MEDELLÍN,Medicina Interna,6,11
,2024,MARZO,LABORATORIO TEST,ANTIOQUIA,MEDELLÍN,Unidad de cuidado intermedio adultos,3,10
,2024,MARZO,UNIDAD HOSPITALARIA DE CASTILLA JAIME TOBON ARBELAEZ,ANTIOQUIA,MEDELLÍN,Urgencias,6,16
,2024,MARZO,UNIDAD HOSPITALARIA DE CASTILLA JAIME TOBON ARBELAEZ,ANTIOQUIA,MEDELLÍN,Medicina Interna,6,8
,2024,MARZO,UNIDAD HOSPITALARIA DE BELEN HECTOR ABAD GOMEZ,ANTIOQUIA,MEDELLÍN,Urgencias,3,6
,2024,MARZO,UNIDAD HOSPITALARIA DE BELEN HECTOR ABAD GOMEZ,ANTIOQUIA,MEDELLÍN,Cirugia General,1,1
,2024,MARZO,EMPRESA SOCIAL DEL ESTADO HOSPITAL MARCO FIDEL SUAREZ,ANTIOQUIA,BELLO,Urgencias,42,83
,2024,MARZO,EMPRESA SOCIAL DEL ESTADO HOSPITAL MARCO FIDEL SUAREZ,ANTIOQUIA,BELLO,UCI Adultos,37,64
,2024,MARZO,EMPRESA SOCIAL DEL ESTADO HOSPITAL MARCO FIDEL SUAREZ,ANTIOQUIA,BELLO,Cirugia General,30,51
,2024,MARZO,EMPRESA SOCIAL DEL ESTADO HOSPITAL MARCO FIDEL SUAREZ,ANTIOQUIA,BELLO,Medicina Interna,21,32
,2024,MARZO,ESE HOSPITAL CESAR URIBE PIEDRAHITA,ANTIOQUIA,CAUCASIA,Urgencias,7,11
,2024,MARZO,ESE HOSPITAL CESAR URIBE PIEDRAHITA,ANTIOQUIA,CAUCASIA,Ginecologia,3,5
,2024,MARZO,ESE HOSPITAL CESAR URIBE PIEDRAHITA,ANTIOQUIA,CAUCASIA,Cirugia General,3,5
,2024,MARZO,ESE HOSPITAL CESAR URIBE PIEDRAHITA,ANTIOQUIA,CAUCASIA,Medicina Interna,7,9
,2024,MARZO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,Urgencias,6,15
,2024,MARZO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,Neonatos (Unidad de cuidado intensivo o intermedio neonatal),1,1
,2024,MARZO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,Pediatria (UCI o unidad de cuidado intermedio pediatrica),14,95
,2024,MARZO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,UCI Adultos,35,407
,2024,MARZO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,Cirugia Cardiotoracica,31,183
,2024,MARZO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,Medicina Interna,12,34
,2024,MARZO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,Unidad de cuidado intermedio adultos,6,11
,2024,MARZO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,Urgencias,38,89
,2024,MARZO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,UCI Adultos,13,37
,2024,MARZO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,Cirugia General,7,18
,2024,MARZO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,Hematologia,32,156
,2024,MARZO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,Medicina Interna,15,33
,2024,MARZO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,Unidad de cuidado intermedio adultos,7,27
,2024,MARZO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,Urgencias,9,21
,2024,MARZO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,Obstetricia,17,44
,2024,MARZO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,Neonatos (Unidad de cuidado intensivo o intermedio neonatal),21,50
,2024,MARZO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,UCI Adultos,6,78
,2024,MARZO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,Cirugia General,4,4
,2024,MARZO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,Medicina Interna,13,29
,2024,MARZO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,Unidad de cuidado intermedio adultos,5,39
,2024,MARZO,LABORATORIO MEDICO LAS AMERICAS SEDE SUR,ANTIOQUIA,ENVIGADO,Urgencias,27,71
,2024,MARZO,LABORATORIO MEDICO LAS AMERICAS SEDE SUR,ANTIOQUIA,ENVIGADO,Cirugia General,5,24
,2024,MARZO,LABORATORIO MEDICO LAS AMERICAS SEDE SUR,ANTIOQUIA,ENVIGADO,Medicina Interna,29,52
,2024,MARZO,LABORATORIO MEDICO LAS AMERICAS SEDE SUR,ANTIOQUIA,ENVIGADO,Unidad de cuidado intermedio adultos,16,64
,2024,MARZO,SYNLAB SEDE INTERQUIROFANOS,ANTIOQUIA,MEDELLÍN,Cirugia Plastica,5,17
,2024,MARZO,IPS SAN MARCOS DE LEON NORTE S.A.S,ANTIOQUIA,MEDELLÍN,UCI Adultos,6,37
,2024,MARZO,IPS SAN MARCOS DE LEON NORTE S.A.S,ANTIOQUIA,MEDELLÍN,Cirugia General,2,7
,2024,MARZO,IPS SAN MARCOS DE LEON NORTE S.A.S,ANTIOQUIA,MEDELLÍN,Otros,36,125
,2024,MARZO,IPS SAN MARCOS DE LEON NORTE S.A.S,ANTIOQUIA,MEDELLÍN,Unidad de cuidado intermedio adultos,2,4
,2024,MARZO,CLINICA PAJONAL LIMITADA,ANTIOQUIA,CAUCASIA,Urgencias,7,11
,2024,MARZO,CLINICA PAJONAL LIMITADA,ANTIOQUIA,CAUCASIA,Obstetricia,1,3
,2024,MARZO,CLINICA PAJONAL LIMITADA,ANTIOQUIA,CAUCASIA,UCI Adultos,8,30
,2024,MARZO,CLINICA PAJONAL LIMITADA,ANTIOQUIA,CAUCASIA,Cirugia General,1,3
,2024,MARZO,CLINICA PAJONAL LIMITADA,ANTIOQUIA,CAUCASIA,Medicina Interna,2,4
,2024,MARZO,UNIDAD HOSPITALARIA SANTA CRUZ VICTOR CARDENAS JARAMILLO,ANTIOQUIA,MEDELLÍN,Urgencias,3,5
,2024,MARZO,E.S.E HOSPITAL LA MERCED DE CIUDAD BOLIVAR,ANTIOQUIA,CIUDAD BOLÍVAR,Ginecologia,3,10
,2024,MARZO,E.S.E HOSPITAL LA MERCED DE CIUDAD BOLIVAR,ANTIOQUIA,CIUDAD BOLÍVAR,Obstetricia,1,6
,2024,MARZO,E.S.E HOSPITAL LA MERCED DE CIUDAD BOLIVAR,ANTIOQUIA,CIUDAD BOLÍVAR,Cirugia General,2,4
,2024,MARZO,E.S.E HOSPITAL LA MERCED DE CIUDAD BOLIVAR,ANTIOQUIA,CIUDAD BOLÍVAR,Medicina Interna,3,7
,2024,MARZO,E.S.E. HOSPITAL SAN RAFAEL DE ITAGUI,ANTIOQUIA,ITAGUI,Urgencias,9,18
,2024,MARZO,E.S.E. HOSPITAL SAN RAFAEL DE ITAGUI,ANTIOQUIA,ITAGUI,UCI Adultos,2,7
,2024,MARZO,E.S.E. HOSPITAL SAN RAFAEL DE ITAGUI,ANTIOQUIA,ITAGUI,Medicina Interna,5,8
,2024,MARZO,INSTITUTO DEL CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,Medicina Interna,32,83
,2024,MARZO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,MEDELLÍN,Urgencias,29,74
,2024,MARZO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,MEDELLÍN,UCI Adultos,23,100
,2024,MARZO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,MEDELLÍN,Cirugia Vascular,17,50
,2024,MARZO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,MEDELLÍN,Cirugia General,15,51
,2024,MARZO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,MEDELLÍN,Medicina Interna,34,82
,2024,MARZO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,MEDELLÍN,Otros,14,29
,2024,MARZO,PROMOTORA CLINICA ZONA FRANCA DE URABA,ANTIOQUIA,APARTADÓ,Urgencias,71,177
,2024,MARZO,PROMOTORA CLINICA ZONA FRANCA DE URABA,ANTIOQUIA,APARTADÓ,Ginecologia,7,7
,2024,MARZO,PROMOTORA CLINICA ZONA FRANCA DE URABA,ANTIOQUIA,APARTADÓ,Neonatos (Unidad de cuidado intensivo o intermedio neonatal),10,16
,2024,MARZO,PROMOTORA CLINICA ZONA FRANCA DE URABA,ANTIOQUIA,APARTADÓ,UCI Adultos,35,170
,2024,MARZO,PROMOTORA CLINICA ZONA FRANCA DE URABA,ANTIOQUIA,APARTADÓ,Cirugia General,9,46
,2024,MARZO,PROMOTORA CLINICA ZONA FRANCA DE URABA,ANTIOQUIA,APARTADÓ,Medicina Interna,13,34
,2024,MARZO,PROMOTORA CLINICA ZONA FRANCA DE URABA,ANTIOQUIA,APARTADÓ,Otros,36,95
,2024,MARZO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,Urgencias,95,217
,2024,MARZO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,Ginecologia,1,1
,2024,MARZO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,Neonatos (Unidad de cuidado intensivo o intermedio neonatal),1,2
,2024,MARZO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,Pediatria (UCI o unidad de cuidado intermedio pediatrica),2,16
,2024,MARZO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,UCI Adultos,58,345
,2024,MARZO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,Cirugia General,21,72
,2024,MARZO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,Transplantes,26,92
,2024,MARZO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,Medicina Interna,91,189
,2024,MARZO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,Ambulatorio,18,44
,2024,MARZO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,Oncologia,38,103
,2024,MARZO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,Unidad de cuidado intermedio adultos,25,99
,2024,MARZO,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,ANTIOQUIA,MEDELLÍN,Urgencias,38,132
,2024,MARZO,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,ANTIOQUIA,MEDELLÍN,Neonatos (Unidad de cuidado intensivo o intermedio neonatal),16,51
,2024,MARZO,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,ANTIOQUIA,MEDELLÍN,Pediatria (UCI o unidad de cuidado intermedio pediatrica),94,375
,2024,MARZO,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,ANTIOQUIA,MEDELLÍN,UCI Adultos,49,289
,2024,MARZO,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,ANTIOQUIA,MEDELLÍN,Cirugia Cardiotoracica,19,127
,2024,MARZO,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,ANTIOQUIA,MEDELLÍN,Cirugia General,66,234
,2024,MARZO,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,ANTIOQUIA,MEDELLÍN,Hematologia,4,4
,2024,MARZO,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,ANTIOQUIA,MEDELLÍN,Medicina Interna,114,329
,2024,MARZO,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,ANTIOQUIA,MEDELLÍN,Unidad de Quemados,7,9
,2024,MARZO,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,ANTIOQUIA,MEDELLÍN,Ambulatorio,2,2
,2024,MARZO,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,ANTIOQUIA,MEDELLÍN,Oncologia,31,263
,2024,MARZO,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,ANTIOQUIA,MEDELLÍN,Otros,5,23
,2024,MARZO,SYNLAB SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,Cirugia Plastica,13,30
,2024,MARZO,UNIDAD HOSPITALARIA NUEVO OCCIDENTE,ANTIOQUIA,MEDELLÍN,Urgencias,1,2
,2024,MARZO,UNIDAD HOSPITALARIA NUEVO OCCIDENTE,ANTIOQUIA,MEDELLÍN,Medicina Interna,4,10
,2024,MARZO,CLINICA DE LA POLICIA REGIONAL VALLE DE ABURRA,ANTIOQUIA,ENVIGADO,Urgencias,1,2
,2024,MARZO,CLINICA DE LA POLICIA REGIONAL VALLE DE ABURRA,ANTIOQUIA,ENVIGADO,Obstetricia,1,2
,2024,MARZO,CLINICA DE LA POLICIA REGIONAL VALLE DE ABURRA,ANTIOQUIA,ENVIGADO,UCI Adultos,1,2
,2024,MARZO,CLINICA DE LA POLICIA REGIONAL VALLE DE ABURRA,ANTIOQUIA,ENVIGADO,Medicina Interna,2,5
,2024,MARZO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE YOLOMBO,ANTIOQUIA,YOLOMBÓ,Urgencias,7,17
,2024,MARZO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE YOLOMBO,ANTIOQUIA,YOLOMBÓ,Ginecologia,1,4
,2024,MARZO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE YOLOMBO,ANTIOQUIA,YOLOMBÓ,Pediatria (UCI o unidad de cuidado intermedio pediatrica),2,2
,2024,MARZO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE YOLOMBO,ANTIOQUIA,YOLOMBÓ,Cirugia General,1,3
,2024,MARZO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE YOLOMBO,ANTIOQUIA,YOLOMBÓ,Medicina Interna,4,10
,2024,MARZO,CLINICA CENTRAL FUNDADORES APARTADO,ANTIOQUIA,APARTADÓ,Urgencias,7,13
,2024,MARZO,CLINICA CENTRAL FUNDADORES APARTADO,ANTIOQUIA,APARTADÓ,Ginecologia,5,9
,2024,MARZO,CLINICA CENTRAL FUNDADORES APARTADO,ANTIOQUIA,APARTADÓ,UCI Adultos,3,5
,2024,MARZO,CLINICA CENTRAL FUNDADORES APARTADO,ANTIOQUIA,APARTADÓ,Medicina Interna,6,12
,2024,MARZO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,Urgencias,18,61
,2024,MARZO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,Obstetricia,2,10
,2024,MARZO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,Neonatos (Unidad de cuidado intensivo o intermedio neonatal),2,5
,2024,MARZO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,Pediatria (UCI o unidad de cuidado intermedio pediatrica),1,1
,2024,MARZO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,UCI Adultos,13,110
,2024,MARZO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,Cirugia Cardiotoracica,5,38
,2024,MARZO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,Cirugia General,8,12
,2024,MARZO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,Medicina Interna,4,6
,2024,MARZO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,Oncologia,4,22
,2024,MARZO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,Otros,3,3
,2024,MARZO,LABORATORIO MEDICO DE REFERENCIA SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,Unidad de cuidado intermedio adultos,5,31
,2024,MARZO,UNLAB SOMA sede Chigorodó,ANTIOQUIA,CHIGORODÓ,Obstetricia,2,2
,2024,MARZO,UNLAB SOMA sede Chigorodó,ANTIOQUIA,CHIGORODÓ,Neonatos (Unidad de cuidado intensivo o intermedio neonatal),8,18
,2024,MARZO,UNLAB SOMA sede Chigorodó,ANTIOQUIA,CHIGORODÓ,Cirugia General,1,6
,2024,MARZO,LABORATORIO MEDICO DE REFERENCIA,ANTIOQUIA,MEDELLÍN,Urgencias,16,47
,2024,MARZO,LABORATORIO MEDICO DE REFERENCIA,ANTIOQUIA,MEDELLÍN,UCI Adultos,4,10
,2024,MARZO,LABORATORIO MEDICO DE REFERENCIA,ANTIOQUIA,MEDELLÍN,Cirugia General,5,19
,2024,MARZO,LABORATORIO MEDICO DE REFERENCIA,ANTIOQUIA,MEDELLÍN,Otros,23,60
,2024,MARZO,LABORATORIO MEDICO DE REFERENCIA,ANTIOQUIA,MEDELLÍN,Unidad de cuidado intermedio adultos,3,9
,2024,MARZO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS YARUMAL,ANTIOQUIA,YARUMAL,Urgencias,11,9
,2024,MARZO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS YARUMAL,ANTIOQUIA,YARUMAL,Ginecologia,5,12
,2024,MARZO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS YARUMAL,ANTIOQUIA,YARUMAL,Pediatria (UCI o unidad de cuidado intermedio pediatrica),1,1
,2024,MARZO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS YARUMAL,ANTIOQUIA,YARUMAL,Cirugia General,5,20
,2024,MARZO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS YARUMAL,ANTIOQUIA,YARUMAL,Ortopedia,2,4
,2024,MARZO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS YARUMAL,ANTIOQUIA,YARUMAL,Medicina Interna,16,16
,2024,MARZO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,MEDELLÍN,Urgencias,41,74
,2024,MARZO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,MEDELLÍN,UCI Adultos,68,134
,2024,MARZO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,MEDELLÍN,Cirugia General,31,65
,2024,MARZO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,MEDELLÍN,Medicina Interna,41,56
,2024,MARZO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,MEDELLÍN,Unidad de cuidado intermedio adultos,24,31
,2024,MARZO,UNIDAD HOSPITALARIA DE MANRRIQUE HERMENEGILDO DE FEX,ANTIOQUIA,MEDELLÍN,Urgencias,2,4
,2024,MARZO,UNIDAD HOSPITALARIA DE MANRRIQUE HERMENEGILDO DE FEX,ANTIOQUIA,MEDELLÍN,Obstetricia,5,10
,2024,MARZO,UNIDAD HOSPITALARIA DE MANRRIQUE HERMENEGILDO DE FEX,ANTIOQUIA,MEDELLÍN,Cirugia General,1,2
,2024,MARZO,SOCIEDAD MEDICA RIONEGRO S.A. SOMER S.A,ANTIOQUIA,RIONEGRO,Urgencias,46,137
,2024,MARZO,SOCIEDAD MEDICA RIONEGRO S.A. SOMER S.A,ANTIOQUIA,RIONEGRO,Obstetricia,6,11
,2024,MARZO,SOCIEDAD MEDICA RIONEGRO S.A. SOMER S.A,ANTIOQUIA,RIONEGRO,Neonatos (Unidad de cuidado intensivo o intermedio neonatal),25,52
,2024,MARZO,SOCIEDAD MEDICA RIONEGRO S.A. SOMER S.A,ANTIOQUIA,RIONEGRO,Pediatria (UCI o unidad de cuidado intermedio pediatrica),13,100
,2024,MARZO,SOCIEDAD MEDICA RIONEGRO S.A. SOMER S.A,ANTIOQUIA,RIONEGRO,UCI Adultos,26,175
,2024,MARZO,SOCIEDAD MEDICA RIONEGRO S.A. SOMER S.A,ANTIOQUIA,RIONEGRO,Cirugia Cardiotoracica,7,49
,2024,MARZO,SOCIEDAD MEDICA RIONEGRO S.A. SOMER S.A,ANTIOQUIA,RIONEGRO,Cirugia General,15,60
,2024,MARZO,SOCIEDAD MEDICA RIONEGRO S.A. SOMER S.A,ANTIOQUIA,RIONEGRO,Transplantes,13,31
,2024,MARZO,SOCIEDAD MEDICA RIONEGRO S.A. SOMER S.A,ANTIOQUIA,RIONEGRO,Medicina Interna,69,229
,2024,MARZO,SOCIEDAD MEDICA RIONEGRO S.A. SOMER S.A,ANTIOQUIA,RIONEGRO,Oncologia,12,28
,2024,MARZO,SOCIEDAD MEDICA RIONEGRO S.A. SOMER S.A,ANTIOQUIA,RIONEGRO,Unidad de cuidado intermedio adultos,10,28
,2024,MARZO,IPS UNIVERSITARIA SEDE CLINICA LEON XIII,ANTIOQUIA,MEDELLÍN,Urgencias,77,298
,2024,MARZO,IPS UNIVERSITARIA SEDE CLINICA LEON XIII,ANTIOQUIA,MEDELLÍN,UCI Adultos,63,487
,2024,MARZO,IPS UNIVERSITARIA SEDE CLINICA LEON XIII,ANTIOQUIA,MEDELLÍN,Cirugia General,48,303
,2024,MARZO,IPS UNIVERSITARIA SEDE CLINICA LEON XIII,ANTIOQUIA,MEDELLÍN,Ortopedia,9,19
,2024,MARZO,IPS UNIVERSITARIA SEDE CLINICA LEON XIII,ANTIOQUIA,MEDELLÍN,Medicina Interna,123,573
,2024,MARZO,IPS UNIVERSITARIA SEDE CLINICA LEON XIII,ANTIOQUIA,MEDELLÍN,Ambulatorio,3,5
,2024,MARZO,IPS UNIVERSITARIA SEDE CLINICA LEON XIII,ANTIOQUIA,MEDELLÍN,Oncologia,7,10
,2024,MARZO,IPS UNIVERSITARIA SEDE CLINICA LEON XIII,ANTIOQUIA,MEDELLÍN,Otros,26,52
,2024,MARZO,CLINICA DE CIRUGIA AMBULATORIA CONQUISTADORES,ANTIOQUIA,MEDELLÍN,Cirugia Cardiotoracica,1,2
,2024,MARZO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,Urgencias,27,50
,2024,MARZO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,UCI Adultos,26,63
,2024,MARZO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,Cirugia General,33,88
,2024,MARZO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,Medicina Interna,41,82
,2024,MARZO,CEDIMED POBLADO,ANTIOQUIA,MEDELLÍN,Urgencias,2,4
,2024,MARZO,CEDIMED POBLADO,ANTIOQUIA,MEDELLÍN,Medicina Interna,2,4
,2024,MARZO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,Urgencias,78,211
,2024,MARZO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,Ginecologia,13,37
,2024,MARZO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,Obstetricia,3,6
,2024,MARZO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,Neonatos (Unidad de cuidado intensivo o intermedio neonatal),21,33
