Año,Mes,Nombre Servicio,Departamento,Municipio,Codigo Banco,Nombre Banco,componente,Solicitados,Entregados,% Satisfaccion
2024,FEBRERO,CENTRO ONCOLOGICO DE ANTIOQUIA S.A.,ANTIOQUIA,ENVIGADO,11-001-36 ,FUNDACION BANCO NACIONAL DE SANGRE HEMOLIFE SEDE BOGOTA,PLAQUETAS AFERESIS FILTRADAS,125,119,"95,20"
2024,FEBRERO,CENTRO ONCOLOGICO DE ANTIOQUIA S.A.,ANTIOQUIA,ENVIGADO,11-001-36 ,FUNDACION BANCO NACIONAL DE SANGRE HEMOLIFE SEDE BOGOTA,PLAQUETAS AFERESIS FILTRADAS IRRADIADAS,26,26,"100,00"
2024,FEBRERO,CENTRO ONCOLOGICO DE ANTIOQUIA S.A.,ANTIOQUIA,ENVIGADO,11-001-36 ,FUNDACION BANCO NACIONAL DE SANGRE HEMOLIFE SEDE BOGOTA,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),278,264,"94,96"
2024,FEBRERO,CENTRO ONCOLOGICO DE ANTIOQUIA S.A.,ANTIOQUIA,ENVIGADO,11-001-36 ,FUNDACION BANCO NACIONAL DE SANGRE HEMOLIFE SEDE BOGOTA,GLOBULOS ROJOS LEUCORREDUCIDOS IRRADIADOS,18,18,"100,00"
2024,FEBRERO,CENTRO ONCOLOGICO DE ANTIOQUIA S.A.,ANTIOQUIA,ENVIGADO,11-001-36 ,FUNDACION BANCO NACIONAL DE SANGRE HEMOLIFE SEDE BOGOTA,PLASMA FRESCO CONGELADO,40,38,"95,00"
2024,FEBRERO,CLINICA DE LA POLICIA REGIONAL VALLE DE ABURRA,ANTIOQUIA,ENVIGADO,05-615-11 ,HOSPITAL SAN JUAN DE DIOS E.S.E.,GLOBULOS ROJOS POBRES EN LEUCOCITOS,7,7,"100,00"
2024,FEBRERO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS YARUMAL,ANTIOQUIA,YARUMAL,05-001-5  ,CLINICA LEON XIII - UNIVERSIDAD DE ANTIOQUIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,15,15,"100,00"
2024,FEBRERO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS YARUMAL,ANTIOQUIA,YARUMAL,11-001-6  ,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,GLOBULOS ROJOS POBRES EN LEUCOCITOS,29,29,"100,00"
2024,FEBRERO,LABORATORIO TEST,ANTIOQUIA,MEDELLÍN,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,25,19,"76,00"
2024,FEBRERO,LABORATORIO TEST,ANTIOQUIA,MEDELLÍN,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,PLAQUETAS AFERESIS,7,7,"100,00"
2024,FEBRERO,LABORATORIO TEST,ANTIOQUIA,MEDELLÍN,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,CRIOPRECIPITADO,6,6,"100,00"
2024,FEBRERO,LABORATORIO TEST,ANTIOQUIA,MEDELLÍN,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,ALICUOTA DE GLOBULOS ROJOS FILTRADA,4,4,"100,00"
2024,FEBRERO,LABORATORIO TEST,ANTIOQUIA,MEDELLÍN,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),1,1,"100,00"
2024,FEBRERO,LABORATORIO TEST,ANTIOQUIA,MEDELLÍN,11-001-36 ,FUNDACION BANCO NACIONAL DE SANGRE HEMOLIFE SEDE BOGOTA,PLASMA FRESCO CONGELADO,13,13,"100,00"
2024,FEBRERO,LABORATORIO TEST,ANTIOQUIA,MEDELLÍN,73-001-7  ,FUNDACION HEMATOLOGICA COLOMBIA SEDE IBAGUE,GLOBULOS ROJOS POBRES EN LEUCOCITOS,128,114,"89,06"
2024,FEBRERO,LABORATORIO TEST,ANTIOQUIA,MEDELLÍN,73-001-7  ,FUNDACION HEMATOLOGICA COLOMBIA SEDE IBAGUE,PLASMA FRESCO CONGELADO,16,10,"62,50"
2024,FEBRERO,LABORATORIO TEST,ANTIOQUIA,MEDELLÍN,73-001-7  ,FUNDACION HEMATOLOGICA COLOMBIA SEDE IBAGUE,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),1,1,"100,00"
2024,FEBRERO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,11-001-32 ,FUNDACION HEMATOLOGICA COLOMBIA SEDE BOGOTA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,19,19,"100,00"
2024,FEBRERO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,11-001-32 ,FUNDACION HEMATOLOGICA COLOMBIA SEDE BOGOTA,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),77,70,"90,91"
2024,FEBRERO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,11-001-32 ,FUNDACION HEMATOLOGICA COLOMBIA SEDE BOGOTA,CRIOPRECIPITADO,30,0,"0,00"
2024,FEBRERO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,11-001-32 ,FUNDACION HEMATOLOGICA COLOMBIA SEDE BOGOTA,PLASMA FRESCO CONGELADO,43,12,"27,91"
2024,FEBRERO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,05-001-6  ,CLINICA CARDIO VID,GLOBULOS ROJOS POBRES EN LEUCOCITOS,22,22,"100,00"
2024,FEBRERO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,05-001-6  ,CLINICA CARDIO VID,ALICUOTA DE GLOBULOS ROJOS FILTRADA,42,42,"100,00"
2024,FEBRERO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,05-001-6  ,CLINICA CARDIO VID,ALICUOTA PLAQUETAS AFERESIS,1,1,"100,00"
2024,FEBRERO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,05-001-6  ,CLINICA CARDIO VID,PLAQUETAS AFERESIS,4,4,"100,00"
2024,FEBRERO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,05-001-6  ,CLINICA CARDIO VID,CRIOPRECIPITADO,30,30,"100,00"
2024,FEBRERO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,05-001-6  ,CLINICA CARDIO VID,PLASMA FRESCO CONGELADO,22,22,"100,00"
2024,FEBRERO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,05-001-3  ,HOSPITAL PABLO TOBON URIBE,PLAQUETAS ESTANDAR,5,5,"100,00"
2024,FEBRERO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,05-001-5  ,CLINICA LEON XIII - UNIVERSIDAD DE ANTIOQUIA,PLAQUETAS ESTANDAR,6,6,"100,00"
2024,FEBRERO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,05-001-5  ,CLINICA LEON XIII - UNIVERSIDAD DE ANTIOQUIA,PLAQUETAS AFERESIS,1,1,"100,00"
2024,FEBRERO,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,MEDELLÍN,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,CRIOPRECIPITADO,15,15,"100,00"
2024,FEBRERO,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,MEDELLÍN,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),486,486,"100,00"
2024,FEBRERO,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,MEDELLÍN,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,PLAQUETAS AFERESIS,179,179,"100,00"
2024,FEBRERO,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,MEDELLÍN,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,PLASMA FRESCO CONGELADO,91,91,"100,00"
2024,FEBRERO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,05-001-9  ,Promotora Médica Las Américas S.A,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),669,669,"100,00"
2024,FEBRERO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,05-001-9  ,Promotora Médica Las Américas S.A,PLAQUETAS AFERESIS FILTRADAS,181,181,"100,00"
2024,FEBRERO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,05-001-9  ,Promotora Médica Las Américas S.A,ALICUOTA PLAQUETAS AFERESIS,13,13,"100,00"
2024,FEBRERO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,05-001-9  ,Promotora Médica Las Américas S.A,PLASMA FRESCO CONGELADO,155,155,"100,00"
2024,FEBRERO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,05-001-9  ,Promotora Médica Las Américas S.A,CRIOPRECIPITADO,120,120,"100,00"
2024,FEBRERO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,05-001-3  ,HOSPITAL PABLO TOBON URIBE,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),9,9,"100,00"
2024,FEBRERO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,05-001-10 ,CLINICA MEDELLIN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),5,5,"100,00"
2024,FEBRERO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,05-001-6  ,CLINICA CARDIO VID,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),9,9,"100,00"
2024,FEBRERO,PROMOTORA MEDICA LAS AMERICAS S.A,ANTIOQUIA,MEDELLÍN,05-001-5  ,CLINICA LEON XIII - UNIVERSIDAD DE ANTIOQUIA,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),7,7,"100,00"
2024,FEBRERO,ESE HOSPITAL CESAR URIBE PIEDRAHITA,ANTIOQUIA,CAUCASIA,05-001-5  ,CLINICA LEON XIII - UNIVERSIDAD DE ANTIOQUIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,50,45,"90,00"
2024,FEBRERO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,05-001-10 ,CLINICA MEDELLIN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,5,5,"100,00"
2024,FEBRERO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,05-001-10 ,CLINICA MEDELLIN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),296,235,"79,39"
2024,FEBRERO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,05-001-10 ,CLINICA MEDELLIN,CRIOPRECIPITADO,80,50,"62,50"
2024,FEBRERO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,05-001-10 ,CLINICA MEDELLIN,PLAQUETAS AFERESIS,10,1,"10,00"
2024,FEBRERO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,05-001-10 ,CLINICA MEDELLIN,PLASMA FRESCO CONGELADO,91,86,"94,51"
2024,FEBRERO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,25,25,"100,00"
2024,FEBRERO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),24,14,"58,33"
2024,FEBRERO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,CRIOPRECIPITADO,20,0,"0,00"
2024,FEBRERO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,PLAQUETAS AFERESIS,18,17,"94,44"
2024,FEBRERO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,PLASMA FRESCO CONGELADO,10,0,"0,00"
2024,FEBRERO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,05-001-5  ,CLINICA LEON XIII - UNIVERSIDAD DE ANTIOQUIA,CRIOPRECIPITADO,30,30,"100,00"
2024,FEBRERO,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,ANTIOQUIA,MEDELLÍN,05-001-2  ,HOSPITAL UNIVERSITARIO SAN VICENTE FUNDACION,GLOBULOS ROJOS POBRES EN LEUCOCITOS,643,641,"99,69"
2024,FEBRERO,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,ANTIOQUIA,MEDELLÍN,05-001-2  ,HOSPITAL UNIVERSITARIO SAN VICENTE FUNDACION,PLAQUETAS AFERESIS FILTRADAS,87,85,"97,70"
2024,FEBRERO,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,ANTIOQUIA,MEDELLÍN,05-001-2  ,HOSPITAL UNIVERSITARIO SAN VICENTE FUNDACION,PLASMA FRESCO CONGELADO,317,278,"87,70"
2024,FEBRERO,E.S.E HOSPITAL LA MERCED DE CIUDAD BOLIVAR,ANTIOQUIA,CIUDAD BOLÍVAR,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,16,8,"50,00"
2024,FEBRERO,E.S.E HOSPITAL LA MERCED DE CIUDAD BOLIVAR,ANTIOQUIA,CIUDAD BOLÍVAR,05-615-11 ,HOSPITAL SAN JUAN DE DIOS E.S.E.,GLOBULOS ROJOS POBRES EN LEUCOCITOS,7,7,"100,00"
2024,FEBRERO,E.S.E HOSPITAL SAN JUAN DE DIOS ANTIOQUIA,ANTIOQUIA,SANTAFÉ DE ANTIOQUIA,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,45,37,"82,22"
2024,FEBRERO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,MEDELLÍN,05-001-10 ,CLINICA MEDELLIN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),300,300,"100,00"
2024,FEBRERO,CORPORACION HOSPITAL INFANTIL CONCEJO DE MEDELLIN,ANTIOQUIA,MEDELLÍN,05-001-6  ,CLINICA CARDIO VID,GLOBULOS ROJOS POBRES EN LEUCOCITOS,3,3,"100,00"
2024,FEBRERO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,MEDELLÍN,05-001-10 ,CLINICA MEDELLIN,PLASMA FRESCO CONGELADO,50,50,"100,00"
2024,FEBRERO,CORPORACION HOSPITAL INFANTIL CONCEJO DE MEDELLIN,ANTIOQUIA,MEDELLÍN,05-001-6  ,CLINICA CARDIO VID,PLAQUETAS AFERESIS,1,1,"100,00"
2024,FEBRERO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,MEDELLÍN,05-001-10 ,CLINICA MEDELLIN,CRIOPRECIPITADO,50,50,"100,00"
2024,FEBRERO,CLINICA MEDELLIN SEDE OCCIDENTE,ANTIOQUIA,MEDELLÍN,05-001-10 ,CLINICA MEDELLIN,PLAQUETAS AFERESIS,30,30,"100,00"
2024,FEBRERO,E.S.E HOSPITAL SAN JUAN DE DIOS ANTIOQUIA,ANTIOQUIA,SANTAFÉ DE ANTIOQUIA,11-001-6  ,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,GLOBULOS ROJOS POBRES EN LEUCOCITOS,13,13,"100,00"
2024,FEBRERO,UNLAB SOMA sede Chigorodó,ANTIOQUIA,CHIGORODÓ,05-045-26 ,BANCO DE SANGRE UNLAB ZONA FRANCA S.A.S,GLOBULOS ROJOS POBRES EN LEUCOCITOS,15,15,"100,00"
2024,FEBRERO,UNLAB SOMA sede Chigorodó,ANTIOQUIA,CHIGORODÓ,05-045-26 ,BANCO DE SANGRE UNLAB ZONA FRANCA S.A.S,PLASMA FRESCO CONGELADO,11,11,"100,00"
2024,FEBRERO,UNLAB SOMA sede Chigorodó,ANTIOQUIA,CHIGORODÓ,05-001-23 ,Laboratorio Medico de Referencia S.A.S,ALICUOTA DE GLOBULOS ROJOS FILTRADA,4,4,"100,00"
2024,FEBRERO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,109,109,"100,00"
2024,FEBRERO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),109,109,"100,00"
2024,FEBRERO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,GLOBULOS ROJOS LEUCORREDUCIDOS IRRADIADOS,6,6,"100,00"
2024,FEBRERO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,CRIOPRECIPITADO,4,4,"100,00"
2024,FEBRERO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,PLASMA FRESCO CONGELADO,27,27,"100,00"
2024,FEBRERO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,PLAQUETAS AFERESIS,56,56,"100,00"
2024,FEBRERO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,PLAQUETAS AFERESIS IRRADIADAS,16,16,"100,00"
2024,FEBRERO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,05-001-1  ,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO GUTIERREZ,GLOBULOS ROJOS POBRES EN LEUCOCITOS,2,2,"100,00"
2024,FEBRERO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,05-001-1  ,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO GUTIERREZ,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),475,475,"100,00"
2024,FEBRERO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,05-001-1  ,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO GUTIERREZ,PLAQUETAS AFERESIS FILTRADAS,36,36,"100,00"
2024,FEBRERO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,05-001-1  ,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO GUTIERREZ,CRIOPRECIPITADO,107,107,"100,00"
2024,FEBRERO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,05-001-1  ,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO GUTIERREZ,PLASMA FRESCO CONGELADO,141,141,"100,00"
2024,FEBRERO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,05-001-10 ,CLINICA MEDELLIN,PLAQUETAS AFERESIS FILTRADAS,2,2,"100,00"
2024,FEBRERO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,05-001-2  ,HOSPITAL UNIVERSITARIO SAN VICENTE FUNDACION,PLAQUETAS AFERESIS FILTRADAS,1,1,"100,00"
2024,FEBRERO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,05-001-23 ,Laboratorio Medico de Referencia S.A.S,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),5,5,"100,00"
2024,FEBRERO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,05-001-23 ,Laboratorio Medico de Referencia S.A.S,PLAQUETAS AFERESIS FILTRADAS,1,1,"100,00"
2024,FEBRERO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,05-001-9  ,Promotora Médica Las Américas S.A,PLAQUETAS AFERESIS FILTRADAS,1,1,"100,00"
2024,FEBRERO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,05-001-3  ,HOSPITAL PABLO TOBON URIBE,PLAQUETAS AFERESIS FILTRADAS,6,6,"100,00"
2024,FEBRERO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,05-615-24 ,CLINICA SOMER,CRIOPRECIPITADO,40,40,"100,00"
2024,FEBRERO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,05-001-5  ,CLINICA LEON XIII - UNIVERSIDAD DE ANTIOQUIA,PLAQUETAS AFERESIS FILTRADAS,1,1,"100,00"
2024,FEBRERO,UNIDAD HOSPITALARIA DE CASTILLA JAIME TOBON ARBELAEZ,ANTIOQUIA,MEDELLÍN,05-001-5  ,CLINICA LEON XIII - UNIVERSIDAD DE ANTIOQUIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,16,16,"100,00"
2024,FEBRERO,INSTITUTO DEL CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,48,40,"83,33"
2024,FEBRERO,INSTITUTO DEL CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,PLAQUETAS AFERESIS,4,4,"100,00"
2024,FEBRERO,CLINICA SAN JUAN DE DIOS LA CEJA,ANTIOQUIA,LA CEJA,05-615-24 ,CLINICA SOMER,GLOBULOS ROJOS POBRES EN LEUCOCITOS,35,35,"100,00"
2024,FEBRERO,CLINICA SAN JUAN DE DIOS LA CEJA,ANTIOQUIA,LA CEJA,05-615-24 ,CLINICA SOMER,PLAQUETAS AFERESIS,4,4,"100,00"
2024,FEBRERO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,MEDELLÍN,05-001-23 ,Laboratorio Medico de Referencia S.A.S,GLOBULOS ROJOS POBRES EN LEUCOCITOS,84,77,"91,67"
2024,FEBRERO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,MEDELLÍN,05-001-23 ,Laboratorio Medico de Referencia S.A.S,PLASMA FRESCO CONGELADO,43,43,"100,00"
2024,FEBRERO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,MEDELLÍN,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,276,207,"75,00"
2024,FEBRERO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,MEDELLÍN,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,PLAQUETAS AFERESIS,18,18,"100,00"
2024,FEBRERO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,MEDELLÍN,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,PLASMA FRESCO CONGELADO,51,21,"41,18"
2024,FEBRERO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,MEDELLÍN,05-001-6  ,CLINICA CARDIO VID,GLOBULOS ROJOS POBRES EN LEUCOCITOS,18,18,"100,00"
2024,FEBRERO,E.S.E. HOSPITAL SAN RAFAEL DE ITAGUI,ANTIOQUIA,ITAGUI,05-001-1  ,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO GUTIERREZ,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),22,22,"100,00"
2024,FEBRERO,CLINICA ANTIOQUIA - SEDE NORTE,ANTIOQUIA,BELLO,05-001-4  ,CRUZ ROJA COLOMBIANA SECCIONAL ANTIOQUIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,12,12,"100,00"
2024,FEBRERO,CLINICA ANTIOQUIA - SEDE NORTE,ANTIOQUIA,BELLO,11-001-32 ,FUNDACION HEMATOLOGICA COLOMBIA SEDE BOGOTA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,8,8,"100,00"
2024,FEBRERO,CLINICA ANTIOQUIA - SEDE NORTE,ANTIOQUIA,BELLO,11-001-36 ,FUNDACION BANCO NACIONAL DE SANGRE HEMOLIFE SEDE BOGOTA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,3,3,"100,00"
2024,FEBRERO,FUNDACION HOSPITAL SAN VICENTE DE PAUL RIONEGRO,ANTIOQUIA,RIONEGRO,05-001-2  ,HOSPITAL UNIVERSITARIO SAN VICENTE FUNDACION,GLOBULOS ROJOS POBRES EN LEUCOCITOS,104,74,"71,15"
2024,FEBRERO,FUNDACION HOSPITAL SAN VICENTE DE PAUL RIONEGRO,ANTIOQUIA,RIONEGRO,05-001-2  ,HOSPITAL UNIVERSITARIO SAN VICENTE FUNDACION,PLAQUETAS AFERESIS FILTRADAS,21,6,"28,57"
